mapped,count,label,latitude,longitude,top_authors
carnegie mellon university,42,carnegie mellon university,,,Ignacio Grossmann; Janghoon Ock; Mehul Bapat; Seolhee Cho; Wui Yarn Daphne Chan
iowa state university,42,Iowa State University,42.033054325,-93.62842245,Deep M. Patel; Zahra Ebrahimpourboura; Manish Mosalpuri; Yue Wu; Vy T. Nguyen
auburn university,41,Auburn University,32.5919528,-85.4959775,Q. Peter He; Loyal Murphy; Atefe Alimirzaei; Hyeju Song; Adam Bachmann
university of florida,41,University of Florida,29.6411884,-82.3562296,Omar Boloki; Taofeek Tejuosho; Mohammed Al Otmi; Yinhao Jia; Shengji Zhang
pennsylvania state university,41,Pennsylvania State University,40.8025835,-77.8559383,"Roya Koshani; Joseph Cotruvo, Jr.; Adam Smerigan; Amir Sheikhi; Hee Jeung Oh"
university of minnesota twin cities,40,University of Minnesota Twin Cities,44.98228161428572,-93.1951990857143,Koushik Sampath; Anubhav Sarmah; Jonathan Coote; Seongjoo Jung; Jnana Sai Jagana
university of notre dame,39,University of Notre dame,41.701515725,-86.23799269999999,Daniel Laky; Madelynn Watson; Barnabas Agbodekhe; Alexander Dowling; Tiger Shi
johns hopkins university,38,Johns Hopkins University,39.2890348,-76.6431253111111,Preetika Karnal; Thi Vo; Aira Sarkar; Anastasia Georgiou; Brandon C. Bukowski
university of connecticut,38,University of Connecticut,41.8111114,-72.2483889,Nicole Beauregard; Seulki Han; Amir Shahbazi; Niloofar Zolfigol; Leila Sharifi
tsinghua university,37,Tsinghua university,40.0022905,116.320963,Yuting Wu; Qikun Hu; Qilu Wu; Jingyi Li; Helai Huang
"university of wisconsin-madison, madison",35,"University of Wisconsin-Madison, Madison",43.07970709,-89.43061513,Unni Kurumbail; Victor M. Zavala; Jiayang Wu; Marcel Schreier; Manish Kumar
texas tech university,34,Texas Tech University,33.5937526,-101.8995955,Mahdi Malmali; Fouzia Nowrin; Moein Hajian Z.D.; Stefano Ciannella; Gift Modekwe
university of virginia,33,University of Virginia,38.0410576,-78.5055084,Sugandha Verma; Gary Koenig; Carolyn Shurer; Elliot Brna; Phillip Taylor
university of oklahoma,33,University of Oklahoma,35.1959878,-97.4457083,Laura Alejandra Gomez Gomez; Jacob Crouch; Hesham Aboukeila; Sarah Onyembe; Mostafa Tabatabaei
columbia university in the city of new york,32,Columbia University in the City of New York,40.77400249166666,-73.95921585,Maninderjeet Singh; Soyoung Choi; Zihang Su; Amanda Whai Shin Ooi; Naz Pinar Taskiran
harvard university,31,Harvard University,42.364657,-71.11147818571428,Kimberly Bowal; Friedrich Stricker; Junzhe Lou; Thomas Y. George; Vinny Chandran Suja
university of california san diego,30,University of California San Diego,32.87783769999999,-117.22710246666666,Benjamin Lam; Jacob Schimelman; Tamoghna Saha; Granton Jindal; Adam Feist
trine university,29,Trine University,41.6311141,-85.0105982,Sarah Adaryan; Haotian Wang; Thiago Jose Pinheiro Dos Santos; Tae-Ung Wi; Yunke Liu
pacific northwest national laboratory,28,Pacific Northwest National Laboratory,46.34770818,-119.27561190000002,Suman Samantray; Shuang Xu; Jian Liu; Satish Nune; Baraa Werghi
national university of singapore,28,National University of Singapore,1.2966282999999998,103.77749186,Chi-Hwa Wang; Wenlong Wang; Andrew Wong; Vikas Dhamu; Xiaoyu Wu
cornell university,28,Cornell University,42.4529076,-76.4800842,Ruoxin Li; Shaoyi Jiang; Erica Wagner; Manish Kumar Das; Xin Wang
indian institute of technology bombay,28,Indian Institute of Technology Bombay,19.1326186,72.9149702,Hrishi Singh; Lokesh Venkatesh Babu; Rahul Yadav; Vidhya Vijaykumar; Puneet Koli
university of california berkeley,27,University of California Berkeley,37.8671453125,-122.243397875,Shoichi Nishitani; Yifeng Shi; Natsumi Komatsu; Hao Yu; Nathanael Gardner
"university of pittsburgh, johnstown",26,"University of Pittsburgh, Johnstown",40.2667709,-78.8278635,Priyanka Bholanath Shukla; Yihan Song; Siddarth Achar; Aaditya Hari Bharanidharan; Remsha Rafiq
university of kentucky,26,University of Kentucky,38.0266291,-84.5047222,Pranto Paul; Jamie Ahmed; Angela Gutierrez; Stephen Rankin; Maria Victoria Ximenes Klaus
university of alberta,26,University of Alberta,53.52682000000001,-113.5244937,Shu-Bo Yang; Lu Zhang; Gwyneth Liske; Minjunshi Xie; Lian Duan
arizona state university,26,Arizona State University,33.422653833333335,-111.96481396666668,Dharneedar Ravichandran; Lindsey Hamblin; Steven Wilson; Daniel Rivera; Jayni Hashimoto
florida institute of technology,25,Florida Institute of Technology,28.064271,-80.623004,Tridip Das; Evan Miu; Yan Zhang; Swarna Saha; Laura Fronchetti Guidugli
national renewable energy laboratory,25,National Renewable Energy Laboratory,39.740915175,-105.183859375,Chae Jeong-Potter; Jeiwan Tan; Debjit Ghoshal; Daniyal Kiani; Arpit Bhatt
university of chicago,25,university of chicago,,,Andrew Ferguson; Ritesh Kumar; Christopher Arges; Joan Montes de Oca; Antonio Tavera-Vazquez
university of massachusetts amherst,24,University of Massachusetts Amherst,42.3875741,-72.5299209,Hannah Hargrove; Isaac Ramírez Marrero; Sarthak Saha; Omeet Patel; Seungbo Hong
oak ridge national laboratory,24,Oak Ridge National Laboratory,35.9301332,-84.3119307,Arvind Ganesan; Nicholas Gregorich; Ikenna Okeke; Victor Sharma; Kristian Myhre
university of washington,23,University of Washington,47.6554303,-122.3001692,Nuo Xu; Shayna Hilburg; Shunzhi Wang; Gabrielle Balistreri; Cholpisit Kiattisewee
indian institute of technology ropar,23,Indian Institute of Technology Ropar,30.9659501,76.4729772,Rohit Choudhury; Omkar Kushwaha; Anurag Pathak; Rajagopalan Srinivasan; Jagadeesh Korukonda
new jersey institute of technology,23,New Jersey Institute of Technology,40.75033943333333,-74.18431020000001,Siddharth Tripathi; Anh Vo; Murat Guvendiren; Ecevit Bilgili; Piero Armenante
washington university in st louis,23,Washington University in St Louis,38.640798588888885,-90.28978154444444,Kaiying Wang; Jinghao Li; LE Zhou; Manjula Senanayake; Joshua Yuan
lehigh university,22,Lehigh University,40.6068028,-75.3782488,Oluwasanmi Adeodu; Jasreen Kaur; Myeongyeon Lee; James Gilchrist; Elsa Reichmanis
university of pennsylvania,22,University of Pennsylvania,39.951032575,-75.1815277,Owen Land; Kathleen J. Stebe; Shravan Pradeep; Christopher Browne; Yiming Wang
"university of california, riverside",21,"University of California, Riverside",33.9642576,-117.3398097,Monica Iepure; Runtong Pan; Fudong Liu; Jianzhong Wu; Prince David Okoro
university of utah,21,University of Utah,40.7628137,-111.8368719,Luis Caballero; Seoyeon Won; Qian Zhou; Jiwei Yao; Sayed Abu Sufyan
university of rochester,21,University of Rochester,43.11182133333333,-77.64236646666667,Zachary Oliver; Yasemin Basdogan; Astrid Müller; Sai Varun Aduru; David G. Foster
university of illinois chicago,21,University of Illinois Chicago,41.83216106666666,-87.62530033333333,Rajan Bhawnani; Rohan Sartape; Ishita Goyal; Prem Podupu; Rohit Chauhan
oregon state university,20,Oregon State University,44.5630559,-123.2839234,Qiu Jin; Truc Phung; Lucas Ellis; Zhenxing Feng; Qia Ke
tulane university,19,Tulane University,29.9412195,-90.1201009,Avery Hill; Collette Riviere; Sarah Stratton; Mitchell Wheeler; Amanda Foote
colorado school of mines,19,colorado school of mines,,,Nolan Kelley; Jair Fajardo-Rojas; Tsung Wei Liu; Colin Wolden; Diego Gomez Gualdron
argonne national laboratory,19,Argonne National Laboratory,41.712022100000006,-87.97847346666667,Xiaoyu Wang; Ikenna Nlebedim; Seth Darling; Kwang Hoon Baek; Doris Oke
indian institute of technology jammu,18,Indian Institute of Technology Jammu,32.8022368,74.8913825,Gargi Das; Sourav Halder; Abdul Majid; Neeraj Singh; Snigdha Senapati
"merck and co., inc.",18,"Merck & Co., Inc.",40.21103505,-75.3003919,Matthew Flamm; Megan McCarthy; Erin Kotzbauer; Daniel Gendy; Ziwan Xu
oklahoma state university,18,Oklahoma State University,36.1313112,-97.0890259,Marimuthu Andiappan; Ashutosh Kumar Verma; Berk Uysal; Omio Rani Das; Masrur Ahmed
university of california santa barbara,18,University of California Santa Barbara,34.41480948,-119.84491292,Rahul Sujanani; Hugh Purdy; Christopher Balzer; R Bharath Venkatesh; Guomin Zhu
vanderbilt university,17,Vanderbilt University,36.1438011,-86.8028189,Matthew Vasuta; Andres Ordorica; Piran Kidambi; Juliana Yang; Zane Parkerson
korea advanced institute of science and technology,17,Korea Advanced Institute of Science and Technology,36.36678495,127.35252315,Jeongwoo Lee; Hyunah Ahn; Hongju Lee; Huiseong Yun; Hyewon Park
university of south carolina,17,University of South Carolina,33.9928841,-81.0268676,Mubarak Bello; Monirosadat Sadati; Zhenmeng Peng; Azadeh Mehrani; Kanan Shikhaliyev
the dow chemical company,17,The Dow Chemical Company,40.1633941,-75.4651946,Nathan Wilmot; Steven G. Arturo; Beata Kilos; Lizbeth Rostro; Daniel Miller
dalian university of technology,17,Dalian University of Technology,38.8812564,121.52016,Shrinjay Sharma; Artur M. Schweidtmann; J Ruud Van Ommen; Yuchao Niu; Yachao Dong
university of illinois urbana-champaign,17,university of illinois urbana-champaign,,,Chia-Wen Chang; Jonathan Turnley; Matthew Confer; Kyle Timmer; Alexa Kuenstler
university of california davis,17,University of California Davis,38.5337904,-121.7907544,Siddharth Sonti; Aatam Gajjar; Parth Bandivadekar; Loren dela Rosa; Nael El-Farra
drexel university,16,drexel university,,,Moses Abraham Bokinala; Rayan Alaufey; Jesse L. Starger; Biplab Sarkar; Niloofar Goodarzi
louisiana state university,16,Louisiana State University,30.4062005,-91.1854129,Teslim Olayiwola; Nduka Ogbonna; Hashir Gauri; Chamberlain Amofa; Yaxin An
"university of california, irvine",16,"University of California, Irvine",33.653261171428575,-117.83812945714286,Elizabeth Lee; Ben Ko; Erdem Sasmaz; Ali Mohraz; Zoey Ferman
university of illinois at urbana-champaign,16,university of illinois at urbana-champaign,,,Tianhao Yu; Somesh Mishra; Baron Peters; Zhiheng Lyu; Shraddha Maitra
university at buffalo  the state university of new york,16,university at buffalo  the state university of new york,,,Vinh Bui; Narjes Esmaeili; Krutika Patidar; Paschalis Alexandridis; Leiqing Hu
university college london,16,university college london,,,Marc-Olivier Coppens; Lucy Todd; Nidhi Kapil; Vassilis Charitopoulos; Suneha Patil
bucknell university,16,Bucknell University,40.9515356,-76.8879603,Kenneth Mineart; Katsuyuki Wakabayashi; Sheriff Anofi; Sharareh Rezaei; Ryan Koes
university of tulsa,16,University of Tulsa,36.1523306,-95.9459602,Abdulaziz Alhejaili; Chan Hyun Lee; Jae Hyeon Park; Hyeon Uk Kim; Donovan Daubert
zhejiang university,16,Zhejiang university,30.521595,120.7195312,Shuyi Shen; Bin Yang; Yao Tong; Xing Gao; Xinpei Wang
national energy technology laboratory,15,national energy technology laboratory,,,Chad Able; Colton Kohnke; Divakar Reddy Aireddy; Wei Shi; Maojian Wang
stony brook university,15,Stony Brook University,40.9090809,-73.1205518,Shuting Xiang; Amol Pophali; Zhaoyi Xi; Surita Bhatia; Nav Nidhi Rajput
rowan university,15,Rowan University,39.7103526,-75.1193267,Barnabas Gao; Mitchell Paolello; Victoria Collinsworth; Swapana Jerpoth; Kirti Yenkie
lawrence berkeley national laboratory,15,lawrence berkeley national laboratory,,,Alex J. King; Supriya Gupta; Brett A. Helms; Andrew W. Tricker; Julian Vigil
eth zürich,15,ETH Zürich,47.413218,8.5374914,Daniel Biri; Adrien Baut; Dimitrios Tsalikis; Oscar Cipolato; Andreas Guentner
university of massachusetts lowell,15,University of Massachusetts Lowell,42.6519097,-71.3173628,Daniel Lachos Perez; Dugah Arslan; Gulden Camci-Unal; Mihriye Doga Tekbas; Yuting Xu
university of nebraska-lincoln,15,university of nebraska-lincoln,,,Sarang Ismail; Sahand Serajian; Payal Chaudhary; Niaz Chowdhury; Nabia Shahreen
case western reserve university,15,Case Western Reserve University,41.50198515,-81.63789464999999,Nicholas Sinclair; Svetlana Morozova; Samuel Root; Lianna Johnson; Geeta Verma
university at buffalo,15,University at Buffalo,43.0019863,-78.7859649,Sagnik Das; Jonathan Boualavong; Patatri Chakraborty; Oluwatoyin Campbell; Saman Emami Gerami
virginia tech,15,virginia tech,,,Thomas Kinard; Xakin Ramirez Isunza; Adam McNeeley; Connor Farrell; Xin Wang
rensselaer polytechnic institute,14,Rensselaer Polytechnic Institute,42.7298969,-73.6796678,Ji-Young Kim; B. Wayne Bequette; Georges Belfort; Steven Cramer; Jonathan Dordick
university of southern california,14,University of Southern California,34.0218689,-118.2858579,Seongbin Jo; Musa Najimu; Sairaj Patil; Kandis Leslie Gilliard-Abdulaziz; Brandon Pizarro Carbajal
qatar university,14,Qatar University,25.3719714,51.4879579,Anand Kumar; Seckin Karagoz; Abdelbaki Benamor; Methene Briones Cutad; Mostafa Sliem
eli lilly and company,14,Eli Lilly & Company,39.7576131,-86.1521511,Kanishka Ghosh; Sydney Butikofer; Jingyao Wang; Shekhar Viswanath; Saurin Hiren Rawal
lafayette college,14,Lafayette College,40.6986835,-75.209246,Michael Senra; Jodi Graf; Iain Colquhoun; Joanna Kuan; Maia Merriman
king fahd university of petroleum and minerals,14,King Fahd University of Petroleum and Minerals,26.30948538,50.14682478,Fatimah Alhassan; Muhammad Shahzad Kamal; Abdullah Alabbad; Usama Ahmed; Mohammad Siddiqui
brigham young university,14,Brigham Young University,40.2554083,-111.6496832,Douglas Tree; Cassandra Guffey; Brayton Young; Jennifer Nielson; Tyler Green
university of missouri,13,University of Missouri,38.9364147,-92.329703,Jialun (Galen) Wang; Baolin Deng; Umesh Dhumal; Tahmid Hasan Rupam; Gesse Roure
tufts university,13,tufts university,,,David L. Kaplan; Sanjana Gopalakrishnan; Logan Morton; Ho Yi Lam; Emmanuel Tzanakakis
worcester polytechnic institute,13,Worcester Polytechnic Institute,42.2893383,-71.805867725,David Kenney; Esai Lopez; Madison R. Reed; Fatou Baka Diop; Michael Timko
the university of sheffield,13,The University of Sheffield,53.37781046,-1.49144162,Siddharth Patwardhan; Jenny Hancock; Rachael Rothman; Ioanna Kalospyrou; Mohamed Ashar Sultan Mohamed Yousuf
yale university,13,yale university,,,Heather LeClerc; Amir Haji-Akbari; Jung-Shen Benny Tai; Amir Pahlavan; Yuan Yao
university of south florida,13,University of South Florida,28.06203355,-82.41778115,Pierre Kawak; Ran Liu; Ramesh S. Ayyala; John Kuhn; Ryan Toomey
idaho national laboratory,12,Idaho National Laboratory,43.5208319,-112.0490689,Yidong Xia; Wenjuan Bian; Anne Gaffney; Nepu Saha; Maria Del Rocio Rodriguez Laguna
michigan state university,12,Michigan State University,42.7023794,-84.4803869,Ryan Splichal; Robert Ferrier; Kevin Chen; Daipayan Sarkar; Ryan Stearns
wayne state university,12,Wayne State University,42.3571895,-83.0709436,Keshav Kasturi Rangan; Abdurrafay Siddiqui; Shilpa Narasimhan; Alexander Hoffmann; Jihan Abou Halloun
virginia commonwealth university,12,Virginia Commonwealth University,37.5461246,-77.4540609,Mohammad Alam; Daniel Gregory; Mo Jiang; Kimberly Penzer; Charles McGill
king abdullah university of science and technology,11,king abdullah university of science and technology,,,Lakshmeesha Upadhyaya; Andres Felipe Cardenas; Mehzabeen Mannan; Ricardo Pinto de Lima; Minzhuo Huang
korea university,11,Korea University,36.6108894,127.2934174,Sanha Park; Sejin Kim; Haeli Lee; DONG-Joon Lee; Seungwon Lee
university of new hampshire,11,University of New Hampshire,43.1350987,-70.9462079,Lev Levintov; Jeffrey Halpern; Seth Drahusz; Haley Royce; Linqing Li
university of north dakota,11,University of North Dakota,47.9265412,-97.0721209,Glavic Tikeri; Arash Tayyebi; Nadhem Ismail; Musabbir Jahan Talukder; Ban Al-Tayyem
clemson university,11,Clemson University,34.6686915,-82.8374348,Ewa Chukwu; Zehua Jin; Braulio Ortega Quesada; Jack Schmidt; Jessica Larsen
university of toronto,11,University of Toronto,43.663462,-79.3977597,William Broomhead; Abdelaziz Gouda; Goutham Rangarajan; Mehdi Salakhi; Rohit Pal
university of tennessee,11,University of Tennessee,35.9515982,-83.93088095,Mahshid Mokhtarnejad; Bamin Khomami; Rahul Bhosale; Elyar Tourani; Mark Dadmun
brown university,11,Brown University,41.82287165,-71.4075955,Caroline Rocchio; Bjarne Kreitz; Kirk Badger; Eduardo Guzman; Siddha Sharma
rutgers  the state university of new jersey,11,rutgers  the state university of new jersey,,,Jakub Konkol; Mingzhi Zhao; Ravendra Singh; Alexander Neimark; George Tsilomelekis
the university of kansas,10,The University of Kansas,39.0565182,-94.6092885,Charles Ponge; Diego Trevisan Melfi; Ana Colaco Morais; James Sturgill; Kaden Hubler
university of iowa,10,University of Iowa,41.649707500000005,-91.56013935,Chanjot Kaur .; Jun Wang; Rebecca Walters; Christopher Vidmar; Suboohi Shervani
kansas state university,10,Kansas State University,39.20883,-96.5884512,Amirsalar Bagheri; Moises Gutierrez; Amirmohammad Ebrahimi; Thiago Oliveira Cabral; Joshua Ighalo
national institute of standards and technology,10,National Institute of Standards and Technology,39.13327588333333,-77.2234751,Jacob Majikes; Julie Rieland; Daniel Siderius; Evan Jahrman; Harold Hatch
rutgers university,10,rutgers university,,,Carlin Leung; Arjun Singh; Gregory Dignon; Vailankanni Rodrigues; Richard Remsing
khalifa university,10,Khalifa University,24.4479513,54.3955267,Solomon Kahsay Gebremariam; Muhammad Usman; Amanuel Gidey Gebretatios; Tarek Lemaoui; Ahmed AlHajaj
korean institute science and technology,10,Korean Institute Science and Technology,49.2587784,7.0492746,Yong Chae Jung; Jong Hyeak Choe; Hwajun Lee; Dong Wook Kwon; Wonsuk Chung
universidad nacional de colombia,10,Universidad Nacional de Colombia,4.62007255,-74.07507125000001,Oscar Monrroy; Natalia Godoy Silva; Carlos A. Martinez Riascos; Mario Andrés Noriega; Sergio Rojas Prieto
university of rhode island,10,University of Rhode Island,41.4875094,-71.5343138,Michael Fedorenko; Animesh Pan; Ashutosh Giri; Geoffrey Bothun; Devleena Chowdhury
rwth aachen university,9,RWTH Aachen University,50.783707975,6.104963125,Eike Cramer; J. Raphael Seidenberg; Chrysanthi Papadimitriou; Jan G. Rittig; Katharina Maria Ebeling
gsk,9,GSK,46.2857292,-114.1470748,Benjamin Hawkins; Daniel A. Green; Zahra Salahshoor; David Goundie; Brian Thatcher
united states military academy,9,United States Military Academy,41.3926455,-73.9599242,Enoch Nagelli; Samuel Lowell; Charles M. Aronov; Katherine G. LaReau; Edward Chen
university of arizona,9,University of Arizona,32.23664585,-110.95234075,David Mier Salazar; Jeffrey Pyun; Angel Martin; Ethan Howley; Suchol Savagatrup
university of maryland-college park,9,University of Maryland-College Park,38.9904124,-76.9438586,Faraz Burni; Eric D. Wachsman; Funke Okunrinboye; Sara Molinari; Haochen Yang
clarkson university,9,Clarkson University,44.6595887,-75.0062397,Omid Jazani; Ian McCrum; Mohammad Hasibul Hasan; Temitope Orimolade; Maira Amjad
ghent university,9,Ghent University,51.0078484,3.7108831,Kensaku Matsunami; Mike Bonheure; Kevin De Ras; Jeroen Aerssens; Simon De Langhe
kent state university,9,Kent State University,41.1442325,-81.3398321,Masoud Ghasemi; Song Wang; Artem Rumyantsev; Darrell Velegol; Moritz Woelk
michigan technological university,9,Michigan Technological University,47.1099114,-88.5511513,David Shonnard; Grace Dykstra; Seth Kriz; Molly A. Skinner; Robert Handler
mcmaster university,9,McMaster University,43.2639397,-79.9178252,Amir Hossein Hamedi; Hesam Hassanpour; Vladimir Mahalec; Enrique Luna; Christopher Swartz
mississippi state university,8,Mississippi State University,33.4386876,-88.7943232,Santanu Kundu; Priscilla Hill; Victoria Taylor; Neeraj Rai; Yunsang Kim
indian institute of technology delhi,8,Indian Institute of Technology Delhi,28.526577,77.2008821,Damaraju Phaneswararao; Divesh Bhatia; Raghavan Ranganathan; Isha Atrey; Dwijraj Mhatre
miami university,8,Miami University,39.5094198,-84.7311546,J. Andrew Jones; Jonathan Ackley; Felicia Guagliardo; Nolan Brown; Grace E. Kemmerly
netl support contractor,8,netl support contractor,,,Sarah Leptinsky; Viet Hung Pham; Khaled Baamran; Muhammad Aamir Bashir; Yuan Gao
nanyang technological university,8,Nanyang Technological University,1.3484104,103.6829332,Chuhong Lin; Dat-Nguyen Vo; Minghao Han; Jie Li; Qianhong She
los alamos national laboratory,8,Los Alamos National Laboratory,35.8190003,-106.2656274,Saif R. Kazi; Jingyao Li; Manjeet Chhetri; Xiaokun Yang; Yufei Wang
new york university,8,new york university,,,Jonathan Salmeron-Hernandez; Kelechi Ndukwe-Ajala; Ella King; Ryan Hartman; Erica Burnham
penn state college of medicine,8,Penn State College of Medicine,40.2639023,-76.67560449999999,Arian Jaberi; Zaman Ataie; Angie Castro; Sina Kheirabadi; Majd Matalkeh
lamar university,8,Lamar University,30.0388946,-94.0758929,Qiang Xu; Helen Lou; S M Farhad; Sk. Moumita Manjur; James Henry
friedrich-alexander-universität erlangen-nürnberg,8,Friedrich-Alexander-Universität Erlangen-Nürnberg,49.4583219,11.08546,Wolfgang Peukert; Michael Engel; Janne Reisch; Leon Kick; Marvin Wittek
missouri university of science and technology,8,Missouri University of Science and Technology,37.9532435,-91.7742667,Kasim Adewuyi; Al-Dahhan Muthanna; Godwin Ogbuehi; Christi Luks; Ugochukwu Ewuzie
dow,8,Dow,35.504124,-119.1726056,David Parrillo; David Camp; Zachary Kean; Daniel Hickman; Stacey Saba
south dakota school of mines and technology,8,south dakota school of mines and technology,,,Kazi Khoda; Bharathkiran Maddipudi; Laura A.E. Brunmaier; Joseph Hilsendeger; Khang Huynh
stevens institute of technology,8,stevens institute of technology,,,Ayodeji Omoniyi; Shuqiao Wang; Priscilla Manteaw; Alyssa Hensley; Jacob Gissinger
washington state university,8,Washington State University,46.730447,-117.106682,Bin Yang; Su Ha; Carrington Moore; Marcus Sharp; Steven Saunders
university of waterloo,8,University of Waterloo,43.4701994,-80.5452429,David Simakov; Luis Ricardez-Sandoval; Simone Reynoso-Donzelli; Joshua Pulsipher; Jinxuan Zhang
sandia national laboratories,8,Sandia National Laboratories,37.688589533333335,-121.7401623,Matthew S. Johnson; Rekha Rao; Scott Bobbitt; Carl Laird; Tuan Ho
saudi aramco,8,Saudi Aramco,23.9494015,38.2920459,Alaa Albasry; Zainab Alaithan; Ragad Aldilaijan; Vishvedeep Bhat; Rasha Daadoush
new mexico state university,8,New Mexico State University,32.2729032,-106.7434927,Eric Palmer; Meng Zhou; Hongmei Luo; Raul Velazquez; Michael Fry
the university of tokyo,8,The University of Tokyo,35.9019845,139.9362283,Yusuke Hayashi; Hirokazu Sugiyama; Junu Kim; Tatsuya Okubo; Gianluca Lombardini
university of illinois at urbana champaign,8,university of illinois at urbana champaign,,,Kai-Yu Huang; Nayeong Kim; Rajarshi Samajdar; Shengzhe Ding; Nicholas Jackson
"amgen, inc.",7,"Amgen, Inc.",34.1905959,-118.91985619999998,Taehun Kim; Xuan Han; Hamza Youssef Ismail; Michaela Murr; Nandini Sarkar
"university of puerto rico, mayaguez",7,"University of Puerto Rico, Mayaguez",18.2137084,-67.14489083333332,Angela Montaño Herazo; Yomaira Pagan Torres; Cristian Aristizabal-Gonzalez; Maria K. Oñate-Socarras; Lucas Lisondo
"university of nevada, reno",7,"University of Nevada, Reno",39.5442688,-119.8163105,Maryam Raeeszadeh Sarmazdeh; Sanele Maziya; Olumide Ige; Elham Taheri; Masoud Kalantar
university of new mexico,7,University of New Mexico,35.07115085,-106.6113392,Raju Vadthya; John Fawcett; Eva Chi; Donna Riley; Jianda Wang
the hong kong university of science and technology,7,The Hong Kong University of Science and Technology,22.32999,114.22884208,Yue Fang; Danqing Zhu; Richard Lakerveld; Yuanyuan Zhou; Zhengtang Luo
university of georgia,7,University of Georgia,33.9404278,-83.373049,Varunkumar Thippanna; Kenan Song; Xinyu Gong; Qi Gan; Yajun Yan
kist,7,KIST,49.7444194,9.8413018,Byoungyoun Lee; Doh C. Lee; Tae-Hyun Bae; Jinwoo Lee; Jihan Kim
abbvie,7,AbbVie,42.33708,-87.8344244,Pelin Su Bulutoglu; Eric Sacia; William Ketterhagen; Catherine Barton; Jeffery Larson
inha university,7,Inha University,37.449443,126.6534446,Byeongseok Kim; Jinsung SEO; Eun Seong Yoo; Hyeonsuk Yoo; Kyung Hoon Min
korea institute of energy research,7,korea institute of energy research,,,Gwon Woo Park; Jihong Moon; Sang Jun Yoon; Gwanhong Min; Dongho Lee
koc university,7,Koc University,41.203159,29.0728654,Shuhei Takamura; Masanori Oshima; Ece Serenat Köksal; Shota Kato; Sakuya Kobayashi
lawrence livermore national laboratory,7,lawrence livermore national laboratory,,,Shyam Deo; Alvina Aui; Hyuna Kwon; Nicholas Cross; Fei Zhou
