mapped,count,label,latitude,longitude,top_authors
oregon state university,48,Oregon State University,44.5630559,-123.2839234,Cory Simon; Konstantinos Goulas; Kyriakos Stylianou; Qiu Jin; Truc Phung
dalian university of technology,48,Dalian University of Technology,38.8812564,121.52016,Jian Du; Shrinjay Sharma; Thijs J.H. Vlugt; Ana Somoza-Tornos; Thijs J. H. Vlugt
university of illinois urbana-champaign,47,university of illinois urbana-champaign,,,Huimin Zhao; Jonathan Turnley; Xiao Su; Brendan Harley; Alexander Mironenko
united states military academy,45,United States Military Academy,41.3926455,-73.9599242,Enoch Nagelli; Simuck Yuk; Corey James; F. John Burpo; Victor A. Jaffett
university of illinois chicago,45,University of Illinois Chicago,41.83216106666666,-87.62530033333333,Meenesh Singh; Meenesh R Singh; Rohan Sartape; Rajan Bhawnani; Vamsi Vikram Gande
university of alberta,44,University of Alberta,53.52682000000001,-113.5244937,Arvind Rajendran; Zhehui Jin; Zukui Li; Stevan Dubljevic; Sunny Pawar
university college london,44,university college london,,,Marc-Olivier Coppens; Vassilis Charitopoulos; Massimiliano Materazzi; Lucy Todd; Federico Galvanin
vanderbilt university,43,Vanderbilt University,36.1438011,-86.8028189,G. Kane Jennings; Zane Parkerson; Clare McCabe; Matthew Vasuta; Tyler Oddo
rowan university,43,Rowan University,39.7103526,-75.1193267,Kirti Yenkie; Barnabas Gao; Mitchell Paolello; Gerard Capellades; Robert Hesketh
university of tennessee,42,University of Tennessee,35.9515982,-83.93088095,Arthur Ragauskas; Bamin Khomami; Mahshid Mokhtarnejad; Rahul Bhosale; Elyar Tourani
idaho national laboratory,42,Idaho National Laboratory,43.5208319,-112.0490689,Yidong Xia; Jordan Klinger; Tiasha Bhattacharjee; Nepu Saha; Vicki Thompson
university of south florida,42,University of South Florida,28.06203355,-82.41778115,Pierre Kawak; Ramesh S. Ayyala; Ran Liu; Yali Yao; Xinying Liu
university of rochester,41,University of Rochester,43.11182133333333,-77.64236646666667,Allison Lopatkin; Astrid Müller; Zachary Oliver; Yasemin Basdogan; Marc Porosoff
korea advanced institute of science and technology,41,Korea Advanced Institute of Science and Technology,36.36678495,127.35252315,Seongmin Heo; Jae Lee; Dong Ki Yoon; Wonhyeong Lee; Jeongwoo Lee
university at buffalo,41,University at Buffalo,43.0019863,-78.7859649,Erda Deng; Miao Yu; Sagnik Das; Rumwald Leo Lecaros; Kaihang Shi
university of massachusetts lowell,41,University of Massachusetts Lowell,42.6519097,-71.3173628,Daniel Lachos Perez; Fanglin Che; Nese Orbey; Jay Park; Yuting Xu
oklahoma state university,41,Oklahoma State University,36.1313112,-97.0890259,Jindal Shah; Zheyu Jiang; Marimuthu Andiappan; Mohd Tauhid Khan; Ashutosh Kumar Verma
korea institute of energy research,40,korea institute of energy research,,,Sunghoon Lee; Jihong Moon; Sang Jun Yoon; Dongho Lee; Gwanhong Min
case western reserve university,40,Case Western Reserve University,41.50198515,-81.63789464999999,Abhinendra Singh; Geeta Verma; Nicholas Sinclair; Christopher L. Wirth; Svetlana Morozova
stony brook university,40,Stony Brook University,40.9090809,-73.1205518,Tae Jin Kim; Amol Pophali; Simon Vornholt; Karena Chapman; Luke Tufaro
virginia tech,40,virginia tech,,,Stephen Martin; Rui Qiao; Thomas Kinard; Steven P. Wrenn; Xin Wang
lawrence livermore national laboratory,39,lawrence livermore national laboratory,,,Shyam Deo; Nathan C. Ellebracht; Simon H. Pang; Wenqin Li; Sneha Akhade
yale university,38,yale university,,,Amir Haji-Akbari; Heather LeClerc; Hanno C. Erythropel; Julie B. Zimmerman; Paul T. Anastas
zhejiang university,38,Zhejiang university,30.521595,120.7195312,Shuyi Shen; Bin Yang; Yao Tong; Qinyu Bao; Zhijiang Shao
tulane university,38,Tulane University,29.9412195,-90.1201009,Matthew Montemore; Avery Hill; Daniel P. Howsmon; Nicholas Sandoval; Gbolade Kayode
national institute of standards and technology,38,National Institute of Standards and Technology,39.13327588333333,-77.2234751,Daniel Siderius; Jacob Majikes; Julie Rieland; Debra J. Audus; Harold Hatch
los alamos national laboratory,37,Los Alamos National Laboratory,35.8190003,-106.2656274,Manjeet Chhetri; Saif R. Kazi; Nilusha Sudasinghe; Jingyao Li; Sandra Oloketuyi
indian institute of technology jammu,37,Indian Institute of Technology Jammu,32.8022368,74.8913825,Bhaskar Bhaduri; Gargi Das; Chirodeep Bakli; Sourav Halder; Amar Nath Samanta
michigan state university,37,Michigan State University,42.7023794,-84.4803869,Christina Chan; S. Patrick Walton; Ryan Splichal; Robert Ferrier; Daipayan Sarkar
eli lilly and company,37,Eli Lilly & Company,39.7576131,-86.1521511,Jingyao Wang; Maitraye Sen; Joshua Hanson; Kanishka Ghosh; Tibo Duran
bristol myers squibb,36,Bristol Myers Squibb,48.1292363,11.5812022,Benjamin M. Cohen; Greg Beutner; Antonio Ferretti; Melda Sezen-Edmonds; Nicolas Cuniere
brown university,36,Brown University,41.82287165,-71.4075955,C Franklin Goldsmith; Caroline Rocchio; Kurt Pennell; Bjarne Kreitz; Nicolas L. Fawzi
university of california davis,36,University of California Davis,38.5337904,-121.7907544,Matthew Ellis; Nael El-Farra; Surl-Hee Ahn; Ahmet Palazoglu; Harishankar Manikantan
worcester polytechnic institute,36,Worcester Polytechnic Institute,42.2893383,-71.805867725,Michael Timko; Andrew R Teixeira; David Kenney; Esai Lopez; Madison R. Reed
university at buffalo  the state university of new york,35,university at buffalo  the state university of new york,,,Haiqing Lin; Leiqing Hu; Narjes Esmaeili; Ashlee N. Ford Versypt; Vinh Bui
khalifa university,34,Khalifa University,24.4479513,54.3955267,Solomon Kahsay Gebremariam; Muhammad Usman; Khalid Al-Ali; Fawzi Banat; Hassan Arafat
louisiana state university,34,Louisiana State University,30.4062005,-91.1854129,Bhuvnesh Bharti; Nduka Ogbonna; Jimmy Lawrence; Titilayo Oluwole; Teslim Olayiwola
brigham young university,33,Brigham Young University,40.2554083,-111.6496832,Thomas Knotts; Roger G. Harrison; William Pitt; David Lignell; Neil Giles
ghent university,33,Ghent University,51.0078484,3.7108831,Kevin Van Geem; Joris Thybaut; Kensaku Matsunami; Viktor Bultereys; Laure Descamps
university of nebraska-lincoln,33,university of nebraska-lincoln,,,Rajib Saha; Mona Bavarian; Niaz Chowdhury; Siamak Nejati; Sahand Serajian
university of missouri,33,University of Missouri,38.9364147,-92.329703,Susie Dai; Jialun (Galen) Wang; Tahmid Hasan Rupam; Jaewon Lee; Roseanna Zia
virginia commonwealth university,33,Virginia Commonwealth University,37.5461246,-77.4540609,Frank Gupton; Charles McGill; Daniel Gregory; Kimberly Penzer; Justin Turnage
qatar university,32,Qatar University,25.3719714,51.4879579,Mohammed Jaber Almarri; Anand Kumar; Seckin Karagoz; Ibnelwaleed Hussein; Mustafa Nasser
the university of sheffield,32,The University of Sheffield,53.37781046,-1.49144162,Siddharth Patwardhan; Solomon Brown; Jenny Hancock; Carlos Brambila; Robert Milton
university of maryland-college park,31,University of Maryland-College Park,38.9904124,-76.9438586,Srinivasa R. Raghavan; Faraz Burni; Eric D. Wachsman; Zheng Li; Joshua Little
lafayette college,30,Lafayette College,40.6986835,-75.209246,Melissa B. Gordon; Ryan Van Horn; Georgia C. Delaney; Finlay J. M. Smith; Michael Senra
gsk,29,GSK,46.2857292,-114.1470748,Parind Desai; Benjamin Hawkins; Mark Palmer; Meghan McDermott; Warren Eagles
tufts university,29,tufts university,,,David L. Kaplan; Ho Yi Lam; Logan Morton; Sanjana Gopalakrishnan; Emmanuel Tzanakakis
king fahd university of petroleum and minerals,29,King Fahd University of Petroleum and Minerals,26.30948538,50.14682478,Muhammad Shahzad Kamal; Fatimah Alhassan; Umer Zahid; Shaikh Abdur Razzak; Sagheer Onaizi
abbvie inc,29,abbvie inc,,,Shailendra Bordawekar; Akshay Korde; Kaid Harper; Kartik Kamat; Manish Kelkar
university of tulsa,28,University of Tulsa,36.1523306,-95.9459602,Hyeon Uk Kim; Jae Hyeon Park; Chan Hyun Lee; Nagu Daraboina; Hema Ramsurn
clemson university,28,Clemson University,34.6686915,-82.8374348,Ming Yang; Ewa Chukwu; Braulio Ortega Quesada; Zehua Jin; Adam Melvin
university of toronto,28,University of Toronto,43.663462,-79.3977597,William Broomhead; Goutham Rangarajan; Abdelaziz Gouda; Ramin Farnood; Rohit Pal
university of illinois at urbana champaign,28,university of illinois at urbana champaign,,,Kai-Yu Huang; Hyunjoon Kong; Hee Jung Chung; Nayeong Kim; Rajarshi Samajdar
michigan technological university,28,Michigan Technological University,47.1099114,-88.5511513,David Shonnard; Yixin Liu; Daniel Kulas; Sarvada Chipkar; Grace Dykstra
brookhaven national laboratory,28,Brookhaven National Laboratory,40.87930865,-72.85765635,Xiao Tong; Yong Yuan; Gihan Kwon; Andrew M. Kiss; Juergen Thieme
university of southern california,27,University of Southern California,34.0218689,-118.2858579,Kandis Leslie Gilliard-Abdulaziz; Jay Hyung Lee; Theodore Tsotsis; Seongbin Jo; Wade Zeno
washington state university,27,Washington State University,46.730447,-117.106682,Bin Yang; Yong Wang; Adarsh Kumar; Rongchun Shan; Jana Doppa
rutgers  the state university of new jersey,27,rutgers  the state university of new jersey,,,Jakub Konkol; Benjamin Glasser; Alberto Cuitino; Ravendra Singh; George Tsilomelekis
rutgers university,26,rutgers university,,,Gregory Dignon; Arjun Singh; Benjamin S. Schuster; Carlin Leung; Marcella Raymundo Alves
king abdullah university of science and technology,25,king abdullah university of science and technology,,,Lakshmeesha Upadhyaya; Ricardo Pinto de Lima; Omar Knio; Gyorgy Szekely; Ingo Pinnau
penn state college of medicine,25,Penn State College of Medicine,40.2639023,-76.67560449999999,Rui Shi; Zaman Ataie; Sina Kheirabadi; Arian Jaberi; Alexander Kedzierski
university of mississippi,25,University of Mississippi,34.3646125,-89.5396349,Ahmed Al-Ostaz; Sasan Nouranian; Masoud Salavati; Mohammad Hosein Moghadasin; Mohammed Majdoub
new york university,25,new york university,,,Ryan Hartman; Jonathan Salmeron-Hernandez; Erica Burnham; Kelechi Ndukwe-Ajala; Bruce A. Garetz
drexel university,25,drexel university,,,Maureen Tang; Moses Abraham Bokinala; Megan A. Creighton; Christopher B. Rodell; Rayan Alaufey
university of maryland  baltimore county,25,university of maryland  baltimore county,,,Tyler R. Josephson; Samiha Sharlin; Colin Jones; Charishma Puli; Fariha Agbere
the university of tokyo,25,The University of Tokyo,35.9019845,139.9362283,Hirokazu Sugiyama; Yusuke Hayashi; Masahiro Kino-oka; Rei Tamaki; Yuki Uno
saudi aramco,24,Saudi Aramco,23.9494015,38.2920459,Mohammad Alotaibi; Mohanad Fahmi; Alaa Albasry; Mohamed Draze; Abdulbari Alqarni
slac national accelerator laboratory,24,slac national accelerator laboratory,,,Michal Bajdich; Dr. Michaela Burke Stevens; Adam Nielander; Simon Bare; Adam Hoffman
university of rhode island,24,University of Rhode Island,41.4875094,-71.5343138,Ryan Poling-Skutvik; Animesh Pan; Geoffrey Bothun; Michael Fedorenko; Lauren Lamothe
university of new mexico,24,University of New Mexico,35.07115085,-106.6113392,Raju Vadthya; Shuya Wei; Olumide Oladoyin; John Fawcett; Abhaya K. Datye
dow,24,Dow,35.504124,-119.1726056,David Parrillo; Laura Mosley; Sushma Sanketh; Jennifer McGregor; David Camp
nanyang technological university,24,Nanyang Technological University,1.3484104,103.6829332,Xunyuan Yin; Chuhong Lin; Dat-Nguyen Vo; Wen Liu; Tej Choksi
glaxosmithkline,24,glaxosmithkline,,,Lotfi Derdour; Helen Yao; Pavlos Kotidis; Don Clancy; Gulenay Guner
rensselaer polytechnic institute,23,Rensselaer Polytechnic Institute,42.7298969,-73.6796678,Georges Belfort; Joel Plawsky; Sangwoo Lee; Jonathan Dordick; Ji-Young Kim
university of iowa,22,University of Iowa,41.649707500000005,-91.56013935,Chanjot Kaur .; Abdelhamid Sayari; Joseph S. Gomes; Jun Wang; Suboohi Shervani
abbvie,22,AbbVie,42.33708,-87.8344244,Nandkishor (Nandu) Nere; Moiz Diwan; Pelin Su Bulutoglu; William Ketterhagen; Eric Sacia
the university of kansas,22,The University of Kansas,39.0565182,-94.6092885,Ana Colaco Morais; Kyle Camarda; Lakshmiprasad Gurrala; Charles Ponge; Bala Subramaniam
mississippi state university,22,Mississippi State University,33.4386876,-88.7943232,Mohammad Moinul Hossain; Santanu Kundu; Oluwabori Adekanye; Rooban V.K.G. Thirumalai; Humayun Ahmad
pfizer,22,Pfizer,51.0669817,4.3097669,Sze Wing Wong; Kameel Antami; Boris Shekunov; Virginia Brooke Gill; Aaron Whittaker
korean institute science and technology,21,Korean Institute Science and Technology,49.2587784,7.0492746,Yong Chae Jung; Chun-Jae Yoo; Ung Lee; Kyeongsu Kim; Hyerim Kim
university of waterloo,21,University of Waterloo,43.4701994,-80.5452429,Luis Ricardez-Sandoval; David Simakov; Simone Reynoso-Donzelli; Aiping Yu; Joshua Pulsipher
sungkyunkwan university,21,Sungkyunkwan University,37.29748823333333,126.9434087,Janggeun Lee; Woochang Jeong; Jonghwan Oh; Heehyun Choi; Yong Sang Lee
university of cincinnati,20,University of Cincinnati,39.1318991,-84.5157575,Aashish Priye; Joo-Youp Lee; James Akinjide; Anil Reddy Soreddy; Dinabandhu Patra
miami university,20,Miami University,39.5094198,-84.7311546,J. Andrew Jones; William Gibbons; Andrew Jones; Brooklyn Lengyel; Philip Glawe
harvard medical school,20,harvard medical school,,,Anush Chiappino-Pepe; Jonathan Soucy; Sun Jin Moon; Neil Dalvie; Jan-Tobias Boehnke
mcmaster university,20,McMaster University,43.2639397,-79.9178252,Prashant Mhaskar; Vladimir Mahalec; Amir Hossein Hamedi; Hesam Hassanpour; Aswin Chandrasekar
university of birmingham,20,University of Birmingham,52.4522956,-1.9312857,Daniele Baiocco; Zhibing Zhang; Kit Windows-Yule; Andy Ingram; Mark J. H. Simmons
university of louisiana at lafayette,20,University of Louisiana at Lafayette,30.2117256,-92.0195772,William Holmes; Rafael Hernandez; Mark Zappi; Xing Li; Zhi Liu
kent state university,20,Kent State University,41.1442325,-81.3398321,Masoud Ghasemi; Mica Pitcher; Artem Rumyantsev; Randall Vander Wal; Song Wang
école polytechnique fédérale de lausanne,20,École Polytechnique Fédérale de Lausanne,46.5186594,6.5665615,Francesca Lorenzutti; Kumar Varoon Agrawal; Daniel Florez Orrego; Meire Ellen Gorete Ribeiro Domingos; François Maréchal
bucknell university,20,Bucknell University,40.9515356,-76.8879603,Kenneth Mineart; Katsuyuki Wakabayashi; Ryan Snyder; Tyler Will; Sheriff Anofi
kongju national university,19,Kongju National University,36.8517528,127.1510574,Jeong Woo Han; Tae Hyun Kim; Hayoung Jeong; Seokhyun Choung; Wonbo Lee
wayne state university,19,Wayne State University,42.3571895,-83.0709436,Helen Durand; Yinlun Huang; Alexander Hoffmann; Wissam Fawaz; Simon Ng
korea university,19,Korea University,36.6108894,127.2934174,Jungkyu Choi; Ki Bong Lee; Sanha Park; Jun Hyuk Moon; Sejin Kim
"university of puerto rico, mayaguez",19,"University of Puerto Rico, Mayaguez",18.2137084,-67.14489083333332,Yomaira Pagan Torres; Angela Montaño Herazo; David Suleiman; Cristian Aristizabal-Gonzalez; Juan Munoz Senmache
lamar university,19,Lamar University,30.0388946,-94.0758929,Qiang Xu; Helen Lou; Ying Liu; S M Farhad; Tianxing Cai
university of maine,19,University of Maine,44.9015188,-68.6617222,Sampath Gunukula; Clayton Wheeler; Douglas Bousfield; Glenn Matamoros; Sampath Karunarathne
the university of akron,19,The University of Akron,41.07669885,-81.51450285,Weinan Xu; Amir Nourhani; Libo Yao; Steven S.C. Chaung; James M. Eagan
"amgen, inc.",19,"Amgen, Inc.",34.1905959,-118.91985619999998,Miguel Angel Valderrama-Gomez; Elcin Icten Gencer; Taehun Kim; Matthew Demers; Sidra Xu
netl support contractor,19,netl support contractor,,,Viet Hung Pham; Ki-Joong Kim; Sittichai Natesakhawat; Sarah Leptinsky; Hari Mantripragada
karlsruhe institute of technology,18,Karlsruhe Institute of Technology,49.1018534,8.4331202,Olaf Deutschmann; Patrick Lott; Akash Bhimrao Shirsath; Matthias Hettel; Benjamin Flavel
university of bologna,18,University of Bologna,44.4982886,11.354457,Cristiana Boi; Giacomo Foli; Omar Atiq; Lorenzo Merlonghi; Francesco Maluta
university of new hampshire,18,University of New Hampshire,43.1350987,-70.9462079,Jeffrey Halpern; Lev Levintov; Nan Yi; Linqing Li; Seth Drahusz
