mapped,count,label,latitude,longitude,top_authors
not found,233,not found,,,Not found
university of oklahoma,48,University of Oklahoma,35.1959878,-97.4457083,Steven Crossley; Laura Alejandra Gomez Gomez; Reza Foudazi; Bin Wang; Alberto Striolo
argonne national laboratory,47,Argonne National Laboratory,41.712022100000006,-87.97847346666667,Amgad Elgowainy; Pingping Sun; Meltem Urgun-Demirtas; Kwang Hoon Baek; Michael Servis
national renewable energy laboratory,47,National Renewable Energy Laboratory,39.740915175,-105.183859375,Chae Jeong-Potter; Daniel Ruddy; Hari Sitaraman; Jeiwan Tan; Anh To
university of virginia,46,University of Virginia,38.0410576,-78.5055084,Christopher Paolucci; Sugandha Verma; Gaurav Giri; Asanka Wijerathne; Geoffrey Geise
cornell university,46,Cornell University,42.4529076,-76.4800842,Shaoyi Jiang; Qiuming Yu; Wenchao Gu; Sijin Luozhong; Fengqi You
arizona state university,46,Arizona State University,33.422653833333335,-111.96481396666668,Matthew D. Green; Klaus S. Lackner; Dharneedar Ravichandran; Lindsey Hamblin; Kaushal Rege
university of illinois chicago,45,University of Illinois Chicago,41.83216106666666,-87.62530033333333,Meenesh Singh; Meenesh R Singh; Rohan Sartape; Rajan Bhawnani; Vamsi Vikram Gande
university of illinois urbana-champaign,43,university of illinois urbana-champaign,,,Huimin Zhao; Jonathan Turnley; Xiao Su; Brendan Harley; Alexander Mironenko
university of massachusetts amherst,41,University of Massachusetts Amherst,42.3875741,-72.5299209,Dimitrios Maroudas; Isaac Ramírez Marrero; Sarah Perry; Scott M. Auerbach; Wei Fan
university of alberta,40,University of Alberta,53.52682000000001,-113.5244937,Arvind Rajendran; Zhehui Jin; Zukui Li; Stevan Dubljevic; Sunny Pawar
university of utah,39,University of Utah,40.7628137,-111.8368719,Huanan Zhang; Kevin Whitty; Luis Caballero; Michael Nigra; Seoyeon Won
washington university in st louis,39,Washington University in St Louis,38.640798588888885,-90.28978154444444,Joshua Yuan; Marcus Foston; Tae Seok Moon; Jinghao Li; Fuzhong Zhang
university of south carolina,38,University of South Carolina,33.9928841,-81.0268676,Jochen Lauterbach; Andreas Heyden; Monirosadat Sadati; Mubarak Bello; Olajide Bamidele
university of california santa barbara,38,University of California Santa Barbara,34.41480948,-119.84491292,Bradley F. Chmelka; Michelle O'Malley; Rahul Sujanani; Mengyang Gu; Hugh Purdy
indian institute of technology ropar,37,Indian Institute of Technology Ropar,30.9659501,76.4729772,Rajagopalan Srinivasan; Rohit Choudhury; Vinod Janardhanan; Rajnish Kumar; Subramaniam Pushpavanam
university of kentucky,37,University of Kentucky,38.0266291,-84.5047222,J. Zach Hilt; Pranto Paul; Stephen Rankin; Jamie Ahmed; Maria Victoria Ximenes Klaus
university of pennsylvania,36,University of Pennsylvania,39.951032575,-75.1815277,Daeyeon Lee; Kathleen J. Stebe; Warren Seider; Owen Land; Jason Marmorstein
university at buffalo,35,University at Buffalo,43.0019863,-78.7859649,Erda Deng; Miao Yu; Sagnik Das; Rumwald Leo Lecaros; Kaihang Shi
indian institute of technology bombay,35,Indian Institute of Technology Bombay,19.1326186,72.9149702,Jyoti Seth; Hrishi Singh; Rajdip Bandyopadhyaya; Vinay Juvekar; Jhumpa Adhikari
sandia national laboratories,34,Sandia National Laboratories,37.688589533333335,-121.7401623,Carl Laird; Rekha Rao; Matthew S. Johnson; Christine Cardinal Roberts; Helen Cleaves
harvard university,34,Harvard University,42.364657,-71.11147818571428,Vinny Chandran Suja; Samir Mitragotri; Joanna Aizenberg; Kimberly Bowal; Friedrich Stricker
lehigh university,33,Lehigh University,40.6068028,-75.3782488,Elsa Reichmanis; James Gilchrist; Jiajie Li; Myeongyeon Lee; Mengting Sun
university at buffalo  the state university of new york,33,university at buffalo  the state university of new york,,,Haiqing Lin; Leiqing Hu; Narjes Esmaeili; Ashlee N. Ford Versypt; Vinh Bui
"university of california, riverside",33,"University of California, Riverside",33.9642576,-117.3398097,Jianzhong Wu; Monica Iepure; Younjin Min; Juchen Guo; Kathryn Uhrich
university of illinois at urbana-champaign,33,university of illinois at urbana-champaign,,,Baron Peters; Tianhao Yu; Somesh Mishra; Jiankai Ge; Huimin Zhao
eth zürich,33,ETH Zürich,47.413218,8.5374914,Marco Mazzotti; Gonzalo Guillen-Gosalbez; Dimitrios Tsalikis; Oscar Cipolato; Daniel Biri
louisiana state university,32,Louisiana State University,30.4062005,-91.1854129,Bhuvnesh Bharti; Nduka Ogbonna; Jimmy Lawrence; Titilayo Oluwole; Teslim Olayiwola
lawrence berkeley national laboratory,32,lawrence berkeley national laboratory,,,Adam Z. Weber; Alex J. King; Brett A. Helms; Supriya Gupta; Xiong Peng
new jersey institute of technology,32,New Jersey Institute of Technology,40.75033943333333,-74.18431020000001,Samaneh Farokhirad; Fatemeh Ahmadpoor; Ecevit Bilgili; Siddharth Tripathi; Rajesh Dave
slac national accelerator laboratory,31,slac national accelerator laboratory,,,Michal Bajdich; Dr. Michaela Burke Stevens; Adam Nielander; Simon Bare; Adam Hoffman
university of washington,31,University of Washington,47.6554303,-122.3001692,Elizabeth Nance; Brendan Butler; Nicholas Kaplan; Jorge A. Marchand; Nuo Xu
"university of california, irvine",30,"University of California, Irvine",33.653261171428575,-117.83812945714286,Han Wang; Ben Ko; Erdem Sasmaz; Elizabeth Lee; Han Li
virginia tech,30,virginia tech,,,Stephen Martin; Rui Qiao; Thomas Kinard; Steven P. Wrenn; Xin Wang
colorado school of mines,29,colorado school of mines,,,J. Douglas Way; Colin Wolden; Tsung Wei Liu; Nolan Kelley; Joseph Samaniuk
"merck and co., inc.",28,"Merck & Co., Inc.",40.21103505,-75.3003919,Jonathan McMullen; Dan Lehnherr; Kevin Stone; Luke Schenck; Erin Kotzbauer
university of rochester,28,University of Rochester,43.11182133333333,-77.64236646666667,Allison Lopatkin; Astrid Müller; Zachary Oliver; Yasemin Basdogan; Marc Porosoff
stony brook university,28,Stony Brook University,40.9090809,-73.1205518,Tae Jin Kim; Amol Pophali; Simon Vornholt; Karena Chapman; Luke Tufaro
vanderbilt university,27,Vanderbilt University,36.1438011,-86.8028189,G. Kane Jennings; Zane Parkerson; Clare McCabe; Matthew Vasuta; Tyler Oddo
the dow chemical company,27,The Dow Chemical Company,40.1633941,-75.4651946,Kathryn Grzesiak; Nathan Wilmot; Daniel Miller; Steven G. Arturo; Jonathan Moore
university college london,27,university college london,,,Marc-Olivier Coppens; Vassilis Charitopoulos; Massimiliano Materazzi; Lucy Todd; Federico Galvanin
university of missouri,27,University of Missouri,38.9364147,-92.329703,Susie Dai; Jialun (Galen) Wang; Tahmid Hasan Rupam; Jaewon Lee; Roseanna Zia
university of california davis,26,University of California Davis,38.5337904,-121.7907544,Matthew Ellis; Nael El-Farra; Surl-Hee Ahn; Ahmet Palazoglu; Harishankar Manikantan
dalian university of technology,26,Dalian University of Technology,38.8812564,121.52016,Jian Du; Shrinjay Sharma; Thijs J.H. Vlugt; Ana Somoza-Tornos; Thijs J. H. Vlugt
university of tennessee,26,University of Tennessee,35.9515982,-83.93088095,Arthur Ragauskas; Bamin Khomami; Mahshid Mokhtarnejad; Rahul Bhosale; Elyar Tourani
wayne state university,26,Wayne State University,42.3571895,-83.0709436,Helen Durand; Yinlun Huang; Alexander Hoffmann; Wissam Fawaz; Simon Ng
korea advanced institute of science and technology,26,Korea Advanced Institute of Science and Technology,36.36678495,127.35252315,Seongmin Heo; Jae Lee; Dong Ki Yoon; Wonhyeong Lee; Jeongwoo Lee
yale university,25,yale university,,,Amir Haji-Akbari; Heather LeClerc; Hanno C. Erythropel; Julie B. Zimmerman; Paul T. Anastas
oregon state university,25,Oregon State University,44.5630559,-123.2839234,Cory Simon; Konstantinos Goulas; Kyriakos Stylianou; Qiu Jin; Truc Phung
university of nebraska-lincoln,25,university of nebraska-lincoln,,,Rajib Saha; Mona Bavarian; Niaz Chowdhury; Siamak Nejati; Sahand Serajian
oklahoma state university,24,Oklahoma State University,36.1313112,-97.0890259,Jindal Shah; Zheyu Jiang; Marimuthu Andiappan; Mohd Tauhid Khan; Ashutosh Kumar Verma
idaho national laboratory,24,Idaho National Laboratory,43.5208319,-112.0490689,Yidong Xia; Jordan Klinger; Tiasha Bhattacharjee; Nepu Saha; Vicki Thompson
case western reserve university,24,Case Western Reserve University,41.50198515,-81.63789464999999,Abhinendra Singh; Geeta Verma; Nicholas Sinclair; Christopher L. Wirth; Svetlana Morozova
tulane university,24,Tulane University,29.9412195,-90.1201009,Matthew Montemore; Avery Hill; Daniel P. Howsmon; Nicholas Sandoval; Gbolade Kayode
khalifa university,23,Khalifa University,24.4479513,54.3955267,Solomon Kahsay Gebremariam; Muhammad Usman; Khalid Al-Ali; Fawzi Banat; Hassan Arafat
rowan university,23,Rowan University,39.7103526,-75.1193267,Kirti Yenkie; Barnabas Gao; Mitchell Paolello; Gerard Capellades; Robert Hesketh
worcester polytechnic institute,23,Worcester Polytechnic Institute,42.2893383,-71.805867725,Michael Timko; Andrew R Teixeira; David Kenney; Esai Lopez; Madison R. Reed
brown university,23,Brown University,41.82287165,-71.4075955,C Franklin Goldsmith; Caroline Rocchio; Kurt Pennell; Bjarne Kreitz; Nicolas L. Fawzi
lawrence livermore national laboratory,23,lawrence livermore national laboratory,,,Shyam Deo; Nathan C. Ellebracht; Simon H. Pang; Wenqin Li; Sneha Akhade
penn state college of medicine,22,Penn State College of Medicine,40.2639023,-76.67560449999999,Rui Shi; Zaman Ataie; Sina Kheirabadi; Arian Jaberi; Alexander Kedzierski
indian institute of technology jammu,22,Indian Institute of Technology Jammu,32.8022368,74.8913825,Bhaskar Bhaduri; Gargi Das; Chirodeep Bakli; Sourav Halder; Amar Nath Samanta
clemson university,22,Clemson University,34.6686915,-82.8374348,Ming Yang; Ewa Chukwu; Braulio Ortega Quesada; Zehua Jin; Adam Melvin
university of toronto,22,University of Toronto,43.663462,-79.3977597,William Broomhead; Goutham Rangarajan; Abdelaziz Gouda; Ramin Farnood; Rohit Pal
kansas state university,21,Kansas State University,39.20883,-96.5884512,Davood Pourkargar; Amirsalar Bagheri; Morgen Smith; Thiago Oliveira Cabral; Joshua Ighalo
king fahd university of petroleum and minerals,21,King Fahd University of Petroleum and Minerals,26.30948538,50.14682478,Muhammad Shahzad Kamal; Fatimah Alhassan; Umer Zahid; Shaikh Abdur Razzak; Sagheer Onaizi
the university of kansas,21,The University of Kansas,39.0565182,-94.6092885,Ana Colaco Morais; Kyle Camarda; Lakshmiprasad Gurrala; Charles Ponge; Bala Subramaniam
rutgers  the state university of new jersey,21,rutgers  the state university of new jersey,,,Jakub Konkol; Benjamin Glasser; Alberto Cuitino; Ravendra Singh; George Tsilomelekis
university of north dakota,20,University of North Dakota,47.9265412,-97.0721209,Ali Alshami; Glavic Tikeri; Arash Tayyebi; Nadhem Ismail; Musabbir Jahan Talukder
university of southern california,20,University of Southern California,34.0218689,-118.2858579,Kandis Leslie Gilliard-Abdulaziz; Jay Hyung Lee; Theodore Tsotsis; Seongbin Jo; Wade Zeno
university of massachusetts lowell,20,University of Massachusetts Lowell,42.6519097,-71.3173628,Daniel Lachos Perez; Fanglin Che; Nese Orbey; Jay Park; Yuting Xu
nanyang technological university,20,Nanyang Technological University,1.3484104,103.6829332,Xunyuan Yin; Chuhong Lin; Dat-Nguyen Vo; Wen Liu; Tej Choksi
los alamos national laboratory,20,Los Alamos National Laboratory,35.8190003,-106.2656274,Manjeet Chhetri; Saif R. Kazi; Nilusha Sudasinghe; Jingyao Li; Sandra Oloketuyi
zhejiang university,20,Zhejiang university,30.521595,120.7195312,Shuyi Shen; Bin Yang; Yao Tong; Qinyu Bao; Zhijiang Shao
university of south florida,20,University of South Florida,28.06203355,-82.41778115,Pierre Kawak; Ramesh S. Ayyala; Ran Liu; Yali Yao; Xinying Liu
university of maryland-college park,20,University of Maryland-College Park,38.9904124,-76.9438586,Srinivasa R. Raghavan; Faraz Burni; Eric D. Wachsman; Zheng Li; Joshua Little
the university of sheffield,20,The University of Sheffield,53.37781046,-1.49144162,Siddharth Patwardhan; Solomon Brown; Jenny Hancock; Carlos Brambila; Robert Milton
university of tulsa,19,University of Tulsa,36.1523306,-95.9459602,Hyeon Uk Kim; Jae Hyeon Park; Chan Hyun Lee; Nagu Daraboina; Hema Ramsurn
eli lilly and company,19,Eli Lilly & Company,39.7576131,-86.1521511,Jingyao Wang; Maitraye Sen; Joshua Hanson; Kanishka Ghosh; Tibo Duran
drexel university,19,drexel university,,,Maureen Tang; Moses Abraham Bokinala; Megan A. Creighton; Christopher B. Rodell; Rayan Alaufey
kent state university,18,Kent State University,41.1442325,-81.3398321,Masoud Ghasemi; Mica Pitcher; Artem Rumyantsev; Randall Vander Wal; Song Wang
national institute of standards and technology,18,National Institute of Standards and Technology,39.13327588333333,-77.2234751,Daniel Siderius; Jacob Majikes; Julie Rieland; Debra J. Audus; Harold Hatch
university of iowa,18,University of Iowa,41.649707500000005,-91.56013935,Chanjot Kaur .; Abdelhamid Sayari; Joseph S. Gomes; Jun Wang; Suboohi Shervani
stevens institute of technology,18,stevens institute of technology,,,Ayodeji Omoniyi; Shuqiao Wang; Alyssa Hensley; Seyed Mohajerani; Isabella Furrick
king abdullah university of science and technology,17,king abdullah university of science and technology,,,Lakshmeesha Upadhyaya; Ricardo Pinto de Lima; Omar Knio; Gyorgy Szekely; Ingo Pinnau
michigan state university,17,Michigan State University,42.7023794,-84.4803869,Christina Chan; S. Patrick Walton; Ryan Splichal; Robert Ferrier; Daipayan Sarkar
rwth aachen university,17,RWTH Aachen University,50.783707975,6.104963125,Alexander Mitsos; Eike Cramer; Thomas Nevolianis; J. Raphael Seidenberg; Katharina Maria Ebeling
qatar university,17,Qatar University,25.3719714,51.4879579,Mohammed Jaber Almarri; Anand Kumar; Seckin Karagoz; Ibnelwaleed Hussein; Mustafa Nasser
indian institute of technology delhi,17,Indian Institute of Technology Delhi,28.526577,77.2008821,Damaraju Phaneswararao; Divesh Bhatia; Raghavan Ranganathan; Kamal Kishore Pant; Isha Atrey
netl support contractor,17,netl support contractor,,,Viet Hung Pham; Ki-Joong Kim; Sittichai Natesakhawat; Sarah Leptinsky; Hari Mantripragada
new york university,17,new york university,,,Ryan Hartman; Jonathan Salmeron-Hernandez; Erica Burnham; Kelechi Ndukwe-Ajala; Bruce A. Garetz
brookhaven national laboratory,16,Brookhaven National Laboratory,40.87930865,-72.85765635,Xiao Tong; Yong Yuan; Gihan Kwon; Andrew M. Kiss; Juergen Thieme
rutgers university,16,rutgers university,,,Gregory Dignon; Arjun Singh; Benjamin S. Schuster; Carlin Leung; Marcella Raymundo Alves
the university of akron,16,The University of Akron,41.07669885,-81.51450285,Weinan Xu; Amir Nourhani; Libo Yao; Steven S.C. Chaung; James M. Eagan
korean institute science and technology,16,Korean Institute Science and Technology,49.2587784,7.0492746,Yong Chae Jung; Chun-Jae Yoo; Ung Lee; Kyeongsu Kim; Hyerim Kim
virginia commonwealth university,16,Virginia Commonwealth University,37.5461246,-77.4540609,Frank Gupton; Charles McGill; Daniel Gregory; Kimberly Penzer; Justin Turnage
bucknell university,16,Bucknell University,40.9515356,-76.8879603,Kenneth Mineart; Katsuyuki Wakabayashi; Ryan Snyder; Tyler Will; Sheriff Anofi
tufts university,16,tufts university,,,David L. Kaplan; Ho Yi Lam; Logan Morton; Sanjana Gopalakrishnan; Emmanuel Tzanakakis
rensselaer polytechnic institute,16,Rensselaer Polytechnic Institute,42.7298969,-73.6796678,Georges Belfort; Joel Plawsky; Sangwoo Lee; Jonathan Dordick; Ji-Young Kim
kongju national university,16,Kongju National University,36.8517528,127.1510574,Jeong Woo Han; Tae Hyun Kim; Hayoung Jeong; Seokhyun Choung; Wonbo Lee
abbvie,16,AbbVie,42.33708,-87.8344244,Nandkishor (Nandu) Nere; Moiz Diwan; Pelin Su Bulutoglu; William Ketterhagen; Eric Sacia
lamar university,16,Lamar University,30.0388946,-94.0758929,Qiang Xu; Helen Lou; Ying Liu; S M Farhad; Tianxing Cai
glaxosmithkline,15,glaxosmithkline,,,Lotfi Derdour; Helen Yao; Pavlos Kotidis; Don Clancy; Gulenay Guner
friedrich-alexander-universität erlangen-nürnberg,15,Friedrich-Alexander-Universität Erlangen-Nürnberg,49.4583219,11.08546,Bastian Etzold; Janne Reisch; Wolfgang Peukert; Michael Engel; Leon Kick
lafayette college,15,Lafayette College,40.6986835,-75.209246,Melissa B. Gordon; Ryan Van Horn; Georgia C. Delaney; Finlay J. M. Smith; Michael Senra
dow,15,Dow,35.504124,-119.1726056,David Parrillo; Laura Mosley; Sushma Sanketh; Jennifer McGregor; David Camp
brigham young university,15,Brigham Young University,40.2554083,-111.6496832,Thomas Knotts; Roger G. Harrison; William Pitt; David Lignell; Neil Giles
korea university,15,Korea University,36.6108894,127.2934174,Jungkyu Choi; Ki Bong Lee; Sanha Park; Jun Hyuk Moon; Sejin Kim
michigan technological university,14,Michigan Technological University,47.1099114,-88.5511513,David Shonnard; Yixin Liu; Daniel Kulas; Sarvada Chipkar; Grace Dykstra
university of new mexico,14,University of New Mexico,35.07115085,-106.6113392,Raju Vadthya; Shuya Wei; Olumide Oladoyin; John Fawcett; Abhaya K. Datye
university of waterloo,14,University of Waterloo,43.4701994,-80.5452429,Luis Ricardez-Sandoval; David Simakov; Simone Reynoso-Donzelli; Aiping Yu; Joshua Pulsipher
university of new hampshire,14,University of New Hampshire,43.1350987,-70.9462079,Jeffrey Halpern; Lev Levintov; Nan Yi; Linqing Li; Seth Drahusz
university of gothenburg,14,University of Gothenburg,57.69796686666666,11.944211333333334,Stefano Brandani; Enzo Mangano; Riccardo Rea; Eleonora Ricci; Dimitrios Gerogiorgis
école polytechnique fédérale de lausanne,14,École Polytechnique Fédérale de Lausanne,46.5186594,6.5665615,Francesca Lorenzutti; Kumar Varoon Agrawal; Daniel Florez Orrego; Meire Ellen Gorete Ribeiro Domingos; François Maréchal
"university of puerto rico, mayaguez",14,"University of Puerto Rico, Mayaguez",18.2137084,-67.14489083333332,Yomaira Pagan Torres; Angela Montaño Herazo; David Suleiman; Cristian Aristizabal-Gonzalez; Juan Munoz Senmache
hanyang university,14,hanyang university,,,Seung Hyun Park; Byeongyong MIN; Tae Yeon KIM; Kwangsuk Yoon; Hocheol Song
the city college of new york,13,the city college of new york,,,Robert Messinger; Luis Ortuno Macias; Elizabeth Biddinger; Janhvi Trivedi; Surabh KT
south dakota school of mines and technology,13,south dakota school of mines and technology,,,Kazi Khoda; Travis W. Walker; Khang Huynh; Bharathkiran Maddipudi; Anuradha Shende
washington state university,13,Washington State University,46.730447,-117.106682,Bin Yang; Yong Wang; Adarsh Kumar; Rongchun Shan; Jana Doppa
abbvie inc,13,abbvie inc,,,Shailendra Bordawekar; Akshay Korde; Kaid Harper; Kartik Kamat; Manish Kelkar
virginia polytechnic institute and state university,13,Virginia Polytechnic Institute and State University,37.2219268,-80.4272818,Ayman M. Karim; Liping Liu; Hongliang Xin; Christopher B. Williams; Jackson Bryant
mississippi state university,13,Mississippi State University,33.4386876,-88.7943232,Mohammad Moinul Hossain; Santanu Kundu; Oluwabori Adekanye; Rooban V.K.G. Thirumalai; Humayun Ahmad
university of tennessee  knoxville,12,university of tennessee  knoxville,,,Brian D. Wirth; Erick L. Ribeiro; Sophie Blondel; Mi Li; Abigail Linhart
university of birmingham,12,University of Birmingham,52.4522956,-1.9312857,Daniele Baiocco; Zhibing Zhang; Kit Windows-Yule; Andy Ingram; Mark J. H. Simmons
university of georgia,12,University of Georgia,33.9404278,-83.373049,Kenan Song; Varunkumar Thippanna; Yajun Yan; Qi Gan; Xinyu Gong
mcmaster university,12,McMaster University,43.2639397,-79.9178252,Prashant Mhaskar; Vladimir Mahalec; Amir Hossein Hamedi; Hesam Hassanpour; Aswin Chandrasekar
bristol myers squibb,12,Bristol Myers Squibb,48.1292363,11.5812022,Benjamin M. Cohen; Greg Beutner; Antonio Ferretti; Melda Sezen-Edmonds; Nicolas Cuniere
university of rhode island,12,University of Rhode Island,41.4875094,-71.5343138,Ryan Poling-Skutvik; Animesh Pan; Geoffrey Bothun; Michael Fedorenko; Lauren Lamothe
university of illinois at urbana champaign,12,university of illinois at urbana champaign,,,Kai-Yu Huang; Hyunjoon Kong; Hee Jung Chung; Nayeong Kim; Rajarshi Samajdar
inha university,12,Inha University,37.449443,126.6534446,Byeongseok Kim; Sang-eun Shim; Sangeun Shim; Yongjin Lee; Jinsung SEO
saudi aramco,12,Saudi Aramco,23.9494015,38.2920459,Mohammad Alotaibi; Mohanad Fahmi; Alaa Albasry; Mohamed Draze; Abdulbari Alqarni
suny college of environmental science and forestry,12,suny college of environmental science and forestry,,,Chang Geun Yoo; Deepak Kumar; Obste Therasme; Bandaru V. Ramarao; Dwyer Stuart
the university of manchester,11,The University of Manchester,51.5723682,-1.3114537,Ashwin Kumar Rajagopalan; Dongda Zhang; Mohammed Alsubeihi; Claudio Fonte; Oleksandr Prykhodko
clarkson university,11,Clarkson University,44.6595887,-75.0062397,Simona Liguori; Omid Jazani; Ian McCrum; Temitope Orimolade; Sitaraman Krishnan
