abstract_id,dups
681514,"{'indian institute of technology guwahati': 4, 'indian institute of technology madras': 2}"
682027,{'west virginia university': 8}
690854,{'virginia commonwealth university': 4}
691797,{'brigham young university': 8}
690347,{'lafayette college': 4}
693508,{'brigham young university': 8}
686036,{'clemson university': 4}
684051,{'university of calgary': 10}
684143,{'independent consultant': 2}
690974,"{'aspentech de mexico': 2, 'mexican institute of petroleum': 4}"
688740,"{'university of texas at tyler': 4, 'university of tulsa': 2}"
693188,"{'south dakota school of mines and technology': 6, 'south dakota school of mines andtechnology': 2}"
689962,"{'university of padova': 4, 'montana state university-northern': 2, 'old dominion university': 2}"
693307,"{'south dakota school of mines and technology': 6, 'south dakota mines': 2, 'idaho national laboratory': 2, 'old dominion university': 2, 'virginia commonwealth university': 2, 'south dakota school of mines andtechnology': 2}"
686249,{'pacific northwest national laboratory': 8}
693589,"{'south dakota school of mines and technology': 6, 'south dakota mines': 2, 'south dakota school of mines andtechnology': 2}"
686104,{'biofine technology llc': 2}
701371,{'not found': 56}
701375,{'not found': 56}
701372,"{'tufts university': 56, 'the better meat co': 56, 'biomade': 56, 'mars  inc': 56}"
693491,"{'university of colorado boulder': 24, 'forge nano': 8}"
693586,{'university of arkansas': 8}
693270,{'fei': 16}
693129,"{'department of chemical engineering  massachusetts institute of technology': 8, 'department of chemical engineering  technion': 8, 'massachusetts institute of technology': 8}"
688162,{'national cheng kung university': 8}
688404,"{'kangwon national university  samcheok campus': 8, 'kyung hee university': 4, 'university of kentucky': 4, 'kangwon national university': 4}"
687936,{'king fahd university of petroleum and minerals': 4}
686391,"{'king fahd university of petroleum and minerals': 12, 'kfupm': 4, 'saudi aramco': 8}"
684012,{'korea research institute of chemical technology': 12}
682491,{'kongju national university': 20}
682499,"{'university of south africa': 12, 'hebei university of science and technology': 4}"
682446,{'retired': 4}
692097,{'netl': 4}
689660,"{'saudi aramco': 12, 'saudi aramco oil company': 4}"
698817,"{'warsaw university of technology': 4, 'eli lilly and company': 4}"
700534,{'not found': 4}
693638,"{'texas aandm university': 20, 'texas aandm': 4, 'university of missouri': 4, 'washington university in st  louis': 4}"
692980,"{'andrews university': 8, 'technical university of denmark': 4, 'ypf': 4}"
692348,{'stanford university': 4}
691389,{'argonne national laboratory': 12}
691050,"{'massachusetts institute of technology': 24, 'national energy technology laboratory': 4}"
690229,{'indian institute of technology  bombay': 8}
687545,{'pacific northwest national laboratory': 28}
688841,"{'west virginia university': 36, 'pacific northwest national laboratory': 18, 'north carolina state university': 18, 'h quest vanguard  inc': 6}"
690160,{'national energy technology laboratory': 12}
689530,{'stanford university': 54}
689541,"{'hankyong national university': 12, 'korea institute of industrial technology': 6, 'pohang university of science and technology': 6}"
693961,{'university of maryland': 6}
689445,{'saudi aramco': 42}
691747,"{'national university of singapore': 18, 'agency for science  technology and research': 12}"
699349,{'dow': 16}
697729,{'abbvie inc': 16}
700352,{'exxonmobil': 16}
700351,{'siemens industry software inc': 16}
697246,{'dupont': 16}
697311,{'carnegie mellon university': 56}
688015,{'university of alberta': 6}
688105,"{'washington university in st  louis': 4, 'gti energy': 2, 'university at buffalo': 2}"
686263,"{'dlr': 8, 'german aerospace center': 2}"
684906,"{'national cheng kung university': 4, 'city university of hong kong': 2}"
686558,"{'mit energy initiative': 2, 'mit department of mechanical engineering': 2, 'massachusetts institute of technology': 8}"
701308,{'not found': 2}
684325,"{'university of california riverside': 4, 'university of california  riverside': 2}"
684766,"{'university of maine': 8, 'university of southern maine': 2}"
689373,{'korea advanced institute of science and technology': 6}
685741,{'west virginia university': 10}
684348,{'the university of texas at el paso': 6}
687456,"{'national energy technology laboratory': 4, 'netl support contractor': 6}"
687087,"{'precision combustion  inc': 4, 'ge aerospace': 2}"
685129,"{'institution': 6, 'korea advanced institute of science and technology': 2}"
691272,{'university of utah': 6}
689406,{'south asian university': 6}
687003,"{'university of natural resources and life sciences': 2, 'chalmers university of technology': 2}"
693815,{'new mexico tech': 6}
700083,{'université de sherbrooke': 2}
682763,{'iowa state university': 4}
689744,{'saudi aramco': 18}
688778,{'university of kentucky': 6}
688181,"{'university at buffalo': 8, 'university of south carolina': 4}"
688277,{'université de sherbrooke': 8}
684641,"{'national energy technology laboratory': 2, 'u s  dept  of energy': 2}"
683779,{'west virginia university': 6}
686320,"{'lamar university': 6, 'wayne state university': 2}"
687107,"{'louisiana state university': 8, 'mezzo technologies': 4}"
687837,{'tsinghua university': 4}
693051,{'university of florida': 4}
684082,{'sinopec': 2}
688266,{'lamar university': 6}
700964,{'not found': 2}
684562,"{'università degli studi di padova': 4, 'université de sherbrooke': 2}"
688994,"{'kfupm': 2, 'king fahd university of petroleum and minerals': 6}"
683898,{'university college london': 16}
684422,"{'technical university of darmstadt': 8, 'friedrich-alexander-universität erlangen-nürnberg': 4}"
684940,"{'university of florida': 4, '': 4}"
686944,{'national university of singapore': 8}
700313,{'not found': 4}
689226,{'northwestern university': 8}
689565,"{'university of canterbury': 8, 'robinson research institute': 16, 'callaghan innovation': 4, 'university of wollongong': 8, 'ansto': 4}"
691818,{'massachusetts institute of technology': 12}
698800,{'university of utah': 2}
698801,{'massachusetts institute of technology': 2}
698802,{'cornell university': 2}
698475,{'not found': 8}
686737,{'university of california  los angeles': 32}
687838,{'rice university': 24}
692021,{'university of sheffield': 16}
685507,"{'indian institute of technology  bombay': 8, 'indian institute of technology bombay': 8}"
691928,{'massachusetts institute of technology': 14}
689546,{'university of naples federico ii': 42}
689205,{'the ohio state university': 98}
688224,"{'king fahad university of petroleum and minerals': 14, 'king fahd university of petroleum and minerals': 14}"
692904,{'massachusetts institute of technology': 56}
691870,"{'university of ribeirão preto': 28, 'etech ethanol engineering and technology': 14}"
690265,"{'west virginia university': 28, 'carnegie mellon university': 14, 'national energy technology laboratory': 14, 'aristosys  llc  contractor to national energy technology laboratory': 14}"
700099,{'not found': 14}
691882,{'purdue university': 28}
689025,"{'rowan university': 28, 'csir - central salt and marine chemicals research institute': 14}"
701496,{'not found': 4}
689245,{'university of utah': 12}
692705,"{'university of illinois chicago': 4, 'university of illinois at chicago': 8}"
692791,{'lehigh university': 24}
692993,{'harvard medical school': 16}
693693,"{'university of california los angeles': 4, 'ucla henry samueli school of engineering and applied science': 4}"
694019,{'pacific northwest national laboratory': 56}
687894,{'posco holdings': 24}
691372,{'georgia institute of technology': 12}
693174,{'university of kentucky': 12}
693389,"{'university at buffalo  the state university of new york': 12, 'university of colorado boulder': 8}"
690802,"{'university of illinois chicago': 12, 'oklahoma state university': 8}"
685745,{'the university of texas at austin': 12}
688831,{'the university of texas at austin': 20}
690987,"{'the university of alabama': 8, 'university of alabama': 8}"
687145,{'argonne national laboratory': 8}
689214,"{'university of kansas': 8, 'university of notre dame': 8}"
685996,{'university of kansas': 8}
684383,"{'universidad nacional de colombia': 4, 'univ lille  centrale lille  enscl  univ artois  umr 8181 - uccs- unité de catalyse et chimie du solide': 4, 'max-planck institute of colloids and interfaces': 4}"
691689,{'west virginia university': 10}
686563,{'university of pittsburgh': 2}
687884,"{'indian institute of technology bombay': 2, 'indian institute of technology  bombay': 2}"
688490,{'kaust': 10}
693875,{'indian institute of technology roorkee': 4}
694197,"{'texas aandm': 4, 'washington university in st  louis': 12, 'texas aandm university': 12, 'the university of tennessee knoxville': 4, 'washington state university': 4, 'texas transportation institute': 4, 'university of missouri': 4}"
682634,"{'washington state university': 8, 'pacific northwest national laboratory': 16, 'pnnl': 4, 'canmetenergy': 4}"
700456,{'not found': 4}
689212,"{'washington university in st  louis': 8, 'texas aandm university': 12, 'texas aandm': 12, 'washington state university': 8, 'university of tennessee': 8, 'university of tennessee-knoxville': 4, 'university of missouri': 4}"
691182,{'washington university in st louis': 12}
692448,"{'university of tennessee-knoxville': 12, 'university of california  riverside and center for environmental research and technology': 4, 'clark atlanta university': 4, 'suny college of environmental science and forestry': 12, 'state university of new york environmental science and forestry': 4, 'university of tennessee': 4}"
694236,{'university of new haven': 4}
688816,"{'universiry college london': 4, 'university college london': 8, 'university college london - torrington place': 4, 'imperial college london': 8}"
699139,{'not found': 4}
690609,{'eth zürich': 12}
691473,"{'aristotle university of thessaloniki': 14, 'center for interdisciplinary research and innovation of aristotle university of thessaloniki': 4, 'swedish environmental research institute': 16, 'italian national institute of health': 4, 'mario negri institute for pharmacological research': 4, 'norwegian institute for air research': 4, 'government of the united kingdom': 2, 'brunel university london': 2, 'university of naples federico i': 4, 'finnish institute of occupational health': 4, 'european environmental agency': 2, 'swiss federal laboratories for materials science and technology': 4, 'national institute of safety and health at work': 2, 'bionanonet': 2, 'masaryk university': 2, 'national institute for public health and the environment': 6, 'ministry of development': 2, '': 58}"
691009,"{'iit mumbai': 8, 'indian institute of technology - bombay': 4, 'vishwamitra research institute': 4}"
701261,{'not found': 4}
692494,"{'arizona state university': 4, 'ohio state university': 4}"
683216,"{'netl support contractor': 8, 'national energy technology laboratory': 16}"
683437,{'khalifa university': 8}
684101,{'tsinghua university': 8}
688017,{'south dakota state university': 8}
688023,{'south dakota state university': 8}
688173,{'wayne state university': 12}
688251,"{'wayne state university': 12, 'powercell': 4}"
689826,{'khalifa university': 4}
690791,{'pacific northwest national laboratory': 28}
691276,{'khalifa university': 8}
690911,"{'texas aandm university': 12, 'texas aandm energy institute  texas aandm university': 4}"
691191,{'argonne national laboratory': 24}
691643,{'massachusetts institute of technology': 16}
691933,{'argonne national laboratory': 24}
692240,{'massachusetts institute of technology': 16}
682388,"{'georgia institute of technology': 8, 'avnos': 8}"
683041,{'engineers india limited': 4}
691209,"{'the university of akron': 4, 'university of akron': 4, 'university of south carolina': 4}"
688725,"{'the university of alabama': 4, 'university of alabama': 4}"
690799,{'michigan technological university': 20}
688546,"{'northwestern university': 8, 'columbia university': 12}"
700890,{'not found': 4}
687857,"{'cospe  hankyong national university': 4, 'hankyong national university': 8, 'korea institute of industrial technology': 8}"
701357,{'university of california  los angeles': 2}
697220,{'not found': 2}
697219,{'inga group': 2}
701358,{'university of california  los angeles': 2}
699129,{'not found': 2}
700975,{'uc davis': 2}
700976,{'brigham young university': 2}
700594,"{'northeastern university': 2, 'us environmental protection agency': 2}"
700595,"{'northwestern university': 2, 'michigan technological university': 2}"
699131,{'not found': 2}
698236,{'not found': 8}
698234,{'massachusetts institute of technology': 8}
698237,{'not found': 8}
697309,{'the university of texas at austin': 2}
696647,{'the lubrizol corporation': 4}
696447,{'dupont': 4}
696297,{'mission possible partnership': 4}
695911,{'oxy low carbon ventures': 4}
698099,{'not found': 4}
685779,{'massachusetts institute of technology': 16}
688858,{'west virginia university': 12}
688927,{'lawrence livermore national laboratory': 20}
693252,{'texas aandm university': 16}
682151,"{'iowa state university': 8, 'university of iowa': 4}"
686939,"{'max planck institute for dynamics of complex technical systems': 4, 'otto von guericke university': 4}"
699650,{'university of missouri-columbia': 2}
699652,{'university of california  los angeles': 6}
699653,{'the university of alabama': 6}
699654,{'pennsylvania state university': 6}
699655,{'johns hopkins university': 4}
699656,{'university of notre dame': 2}
699657,{'imperial college london': 8}
697524,{'not found': 2}
697525,{'department of energy': 2}
697526,{'science history institute': 2}
697521,{'not found': 2}
697527,{'university of new mexico': 2}
697522,{'not found': 2}
697523,{'not found': 2}
695711,{'jhu': 2}
695636,{'kansas state university': 2}
695100,{'stony brook university': 2}
694243,{'new mexico institute of mining and technology': 2}
695751,{'not found': 2}
699775,{'epixc': 2}
699776,{'refinity': 2}
699780,{'stanford university': 2}
699781,{'siemens industry software inc': 2}
699782,{'university of south carolina': 2}
699783,{'not found': 2}
699784,{'not found': 2}
699785,{'not found': 2}
699786,"{'exxonmobil': 2, 'the dow chemical company': 2, 'siemens industry software inc': 2, 'stanford university': 2, 'nexight group': 2, 'gti energy': 2, 'university of south carolina': 2, 'refinity': 2, 'epixc': 2}"
695842,{'washington state university': 2}
694944,{'kaist': 2}
695635,{'university of nebraska-lincoln': 2}
694248,{'korea university': 2}
695800,{'auburn university': 2}
696075,{'not found': 2}
696056,{'stony brook university': 2}
696076,{'not found': 2}
696077,{'not found': 2}
699787,{'not found': 2}
699788,{'not found': 2}
697310,{'boston university': 4}
699908,{'pacific northwest national laboratory': 2}
697244,"{'new york university': 2, 'dow': 2}"
697245,"{'dow': 2, 'new york university': 2}"
698480,"{'georgia institute of technology': 2, 'avnos  inc': 2}"
700632,{'exxon mobil research and engineering': 2}
697728,{'lyten': 4}
697404,{'united cleanup oak ridge llc': 8}
697250,{'mid-atlantic technology  research and innovation center': 4}
697249,{'the lubrizol corporation': 12}
683418,{'mission possible partnership': 4}
689902,{'dastur energy  inc': 20}
696721,{'evonik nutrition and care gmbh': 4}
696402,{'bipc': 4}
696347,{'iso iec joint technical committee - quantum technologies': 4}
696655,{'aiche': 4}
697248,{'ials consulting': 2}
697247,{'the lubrizol corporation': 6}
691694,{'university of michigan': 4}
684617,{'university of sheffield': 4}
682328,{'penn state university': 2}
686618,{'michigan state university': 8}
687508,"{'pennsylvania state university': 8, 'the pennsylvania state university': 2}"
701275,{'not found': 2}
689233,{'university of south carolina': 6}
699620,{'university of michigan': 8}
691186,"{'vrije universiteit brussel': 8, 'vub': 2}"
691595,{'north carolina state university': 12}
693054,"{'the pennsylvania state university': 6, 'department of biology and entomology  pennsylvania state university': 4, 'penn state university': 2, 'department of internal medicine  university of michigan': 2}"
693420,{'university of maryland': 6}
693740,{'university of houston': 4}
694735,{'university of south florida': 2}
694734,{'vivodyne  inc': 2}
694733,{'university of virginia': 2}
690608,"{'university of delaware': 12, 'milliporesigma': 10, 'agilent technologies': 6}"
684093,"{'university college london': 6, 'university college hospital': 2}"
692213,{'vanderbilt university': 8}
694736,"{'university of south florida': 2, 'vivodyne  inc': 2, 'university of virginia': 2}"
701459,{'not found': 2}
695089,{'university of california san diego': 6}
687531,"{'university of delaware': 14, 'milliporesigma': 8, 'agilent technologies': 4}"
687742,{'stanford university': 10}
690019,{'harvard university': 6}
693119,"{'massachusetts institute of technology': 6, 'broad institute': 2}"
693477,{'university of illinois urbana-champaign': 4}
688859,{'university of colorado boulder': 4}
688220,{'university of chicago': 14}
692069,{'massachusetts institute of technology': 2}
694621,{'university of minnesota': 2}
692945,{'university of california  santa barbara': 4}
688952,"{'argonne national laboratory': 2, 'the university of chicago': 2, 'university of chicago': 4}"
682561,"{'nc state university': 4, 'institut charles sadron': 2}"
692053,"{'department of chemical and biomolecular engineering  university of delaware  newark': 4, 'university of delaware': 2}"
689381,{'colorado state university': 6}
689862,{'princeton university': 4}
693092,{'massachusetts institute of technology': 6}
686587,"{'university of oklahoma': 10, 'the university of oklahoma': 2}"
684576,"{'north carolina state university': 8, 'university of southern mississippi': 4, 'california institute of technology': 8, 'ohio state university': 4, 'semmelweis university': 4}"
689257,{'university of tennessee': 16}
693695,"{'university of illinois chicago': 12, 'university of chicago': 4}"
700634,{'not found': 4}
691142,{'university of florida': 8}
692898,{'university of michigan': 12}
688588,"{'the university of texas at austin': 16, 'mcketta department of chemical engineering  the university of texas at austin': 4}"
688912,"{'university of california, los angeles': 8}"
688117,{'stanford university': 24}
691438,{'university of south florida': 12}
687413,{'the dow chemical company': 26}
687018,{'eaton corporation': 2}
690717,{'the dow chemical company': 10}
691355,{'3m company': 2}
685347,{'dow': 2}
690454,{'the dow chemical company': 8}
694869,"{'the dow chemical company': 4, 'eaton corporation': 2, 'dow': 4, '3m company': 2}"
692819,{'rensselaer polytechnic institute': 42}
693647,{'rensselaer polytechnic institute': 14}
692684,{'rensselaer polytechnic institute': 14}
696407,{'rensselaer polytechnic institute': 14}
692008,{'rensselaer polytechnic institute': 14}
696442,{'rpi': 14}
693067,{'rensselaer polytechnic institute': 14}
687238,{'university of minnesota': 8}
690545,{'university of massachusetts amherst': 2}
692839,{'massachusetts institute of technology': 2}
694430,{'stanford university': 2}
689177,{'university of texas at austin': 2}
688100,{'university of colorado boulder': 2}
688738,{'case western reserve university': 2}
694184,{'university of delaware': 6}
693637,{'tufts university': 4}
683145,"{'university of southern california': 8, 'university of rochester': 2}"
691381,{'united states military academy': 10}
687223,"{'university of mississippi': 14, 'mississippi state university': 2, 'u s  army engineer research and development center': 2}"
685559,"{'department of chemical engineering tsinghua university': 2, 'tsinghua university': 2}"
688042,{'university of alberta': 2}
687891,"{'lysis consulting p c': 2, 'abu dhabi university': 4, 'aristotle university of thessaloniki': 2}"
693634,{'indian institute of technology  gandhinagar': 4}
694943,{'johns hopkins university school of medicine': 2}
701255,{'not found': 2}
685220,{'university of notre dame': 12}
689883,{'cornell university': 10}
690177,{'university of kentucky': 12}
690910,{'stanford university': 2}
692579,"{'nyu tandon school of engineering': 4, 'new york university': 2, 'johannes gutenberg university mainz': 4, 'new york university tandon school of engineering': 4, 'nyu college of dentistry': 4}"
693639,{'arizona state university': 14}
692677,{'university of southern california': 4}
684418,{'university of chicago': 4}
686077,"{'tufts university': 6, 'suny college of environmental science and forestry': 2}"
688278,"{'city college of new york  cuny': 6, 'advanced science research center at the cuny graduate center': 4, 'city college of new york': 2}"
685414,{'harvard university': 8}
688050,{'university of alberta': 2}
688109,{'university of california  berkeley': 4}
689360,{'california institute of technology': 4}
689965,"{'northeastern university': 4, 'university of pennsylvania': 6}"
692236,"{'university of california': 2, 'lawrence berkeley national laboratory': 2}"
684681,{'massachusetts institute of technology': 2}
691189,"{'university of massachusetts-amherst': 2, 'umass amherst  department of chemical engineering': 2, 'university of massachusetts amherst': 4, 'university of massachusetts': 2}"
693954,"{'university at buffalo  the state university of new york': 4, 'institute for lasers  photonics and biophotonics  university at buffalo': 2, 'university at buffalo': 4}"
691319,{'university of houston': 8}
689065,"{'georgia institute of technology': 4, 'university of wisconsin-madison': 2}"
692111,{'oregon state university': 6}
693241,{'university of nebraska-lincoln': 10}
686343,{'the university of tokyo': 12}
688547,{'indian institute of technology kharagpur': 4}
683481,"{'pakistan institute of engineering and applied sciences': 4, 'pakistan institute of nuclear science and technology': 4, 'khalifa university': 4}"
692227,"{'university of california  los angeles': 2, 'university of california, los angeles': 4}"
683139,{'lehigh university': 8}
683637,{'university of minnesota': 2}
687851,{'university of southern california': 2}
688186,{'the university of texas at austin': 10}
694877,{'texas aandm university': 2}
690934,{'new jersey institute of technology': 4}
694876,{'columbia university': 2}
695304,{'not found': 2}
685248,{'national renewable energy laboratory': 2}
692020,{'colorado school of mines': 6}
690739,{'new york university': 2}
689217,"{'university of massachusetts lowell': 14, 'umass lowell': 2}"
695300,{'not found': 2}
683827,{'rice university': 2}
695013,{'university of michigan': 2}
683377,"{'purdue university': 6, 'university of illinois urbana-champaign': 2}"
684471,{'university of california-los angeles': 10}
691682,{'university of connecticut': 10}
686118,{'auburn university': 4}
683590,"{'xi an jiaotong university': 6, 'northumbria university': 4, 'university of california  los angeles': 2, 'university of alberta': 2, 'university of tennessee': 2, 'xi an jiaotong uni': 2, 'university of california, los angeles': 2, 'ulca': 2, 'northumbria uni': 4, 'ore catapult': 2}"
692576,"{'qatar university': 8, 'texas aandm university at qatar': 4, 'university of waterloo': 4, 'national research council canada': 2}"
686356,"{'qatar university': 8, 'exxonmobil research qatar': 2, 'university of alberta': 2}"
686361,"{'ibb university': 2, 'kfupm': 2, 'qatar university': 4, 'king fahd university of petroleum and minerals': 2}"
688402,{'the university of jordan': 6}
689046,{'north carolina state university': 4}
685354,"{'king fahd university of petroleum and minerals': 2, 'kfupm': 2, 'university of sharjah': 2}"
692426,{'georgia state university': 2}
689001,{'the university of tulsa': 8}
693753,"{'the university of alabama': 2, 'university of alabama': 2}"
693341,{'university of houston': 4}
683270,"{'sungkyunkwan university': 8, 'khalifa university': 4}"
686382,"{'university of bologna': 2, 'alma mater studiorum - university of bologna': 4, 'national research council': 2}"
683921,{'indian institute of science': 4}
691152,"{'university of illinois at chicago': 6, 'university of virginia': 4, 'massachusetts institute of technology': 2}"
689130,"{'mork family department of chemical engineering and materials science  university of southern california': 6, 'university of southern california': 6}"
688718,{'university of minnesota-twin cities': 4}
695015,{'stanford university': 4}
685992,"{'the pennsylvania state university': 4, 'henkel': 4}"
691703,{'university of colorado boulder': 12}
690418,{'princeton': 4}
691253,"{'stanford university': 24, 'university of bayreuth': 4, 'university of california  merced': 8}"
688653,"{'university of tennessee': 8, 'virginia polytechnic institute and state university': 8, 'virginia tech': 4}"
689911,{'vanderbilt university': 16}
689535,{'university college cork': 8}
686895,"{'kitech': 4, 'korea institute of industrial technology': 12}"
687922,{'the university of toledo': 4}
693239,{'massachusetts institute of technology': 12}
693445,{'the university of maine': 8}
691091,"{'university of puerto rico - mayagüez': 4, 'universidad del atlántico': 4, 'university of puerto rico  mayaguez': 4}"
682494,{'korea institute of science and technology': 4}
684045,{'keio university': 12}
689175,{'lehigh university': 4}
684227,"{'korea advanced institute of science and technology': 8, 'pukyong national university': 8, 'los alamos national laboratory': 4}"
685157,"{'eth zurich': 12, 'korea advanced institute of science and technology': 12}"
687823,{'tsinghua university': 24}
689446,{'university of michigan': 4}
687543,"{'university of oklahoma': 16, 'university of wisconsin-madison': 4}"
688209,"{'drexel university': 8, 'massachusetts institute of technology': 8}"
691431,{'rice university': 12}
692675,{'university of arkansas': 12}
693598,{'university of oklahoma': 8}
693223,{'rice university': 12}
691167,"{'university of florida': 20, 'georgia institute of technology': 4, 'matmerize': 4}"
690027,{'university of florida': 8}
686809,{'university of oklahoma': 8}
690198,{'bucknell university': 4}
691974,{'university of florida': 8}
686271,"{'the ohio state university': 4, 'national taiwan university': 4, 'arizona state university': 4}"
692461,{'texas aandm university': 20}
697907,{'3p instruments': 12}
697956,{'king fahd university of petroleum and minerals': 4}
685312,{'stanford university': 8}
686221,"{'university of pittsburgh': 8, 'upmc surgery department': 4, 'hemocleanse technologies  llc': 4}"
687819,"{'famu-fsu college of engineering  florida state university': 8, 'high performance materials institute  florida state university': 4}"
688640,{'famu-fsu college of engineering  florida state university': 20}
689842,{'iitb': 4}
690392,{'university of houston': 8}
690801,{'massachusetts institute of technology': 4}
691406,{'university of houston': 16}
692468,{'university of utah': 8}
693220,"{'university of california, san diego': 4}"
693481,"{'university of california  riverside': 24, 'utrecht university': 4}"
693700,{'indian institute of technology bombay': 8}
686781,"{'los alamos national laboratory': 20, 'university of oklahoma': 4}"
691224,{'university of utah': 8}
693300,{'university of massachusetts-lowell': 4}
689337,"{'university of maryland baltimore county': 4, 'university of arkansas': 4, 'umbc': 4}"
688206,"{'university of arkansas': 24, 'university of maryland baltimore county': 8}"
690153,"{'penn state': 12, 'the pennsylvania state university': 4}"
690808,"{'penn state': 16, 'university of connecticut health center': 16, 'the pennsylvania state university': 4}"
691992,{'california institute of technology': 16}
697734,{'instituto de desarrollo tecnológico para la industria química  intec': 4}
687708,"{'university of virginia': 4, 'us department of energy': 4, 'doe netl': 4}"
688007,"{'georgia institute of technology': 8, 'university of wisconsin-madison': 4}"
688827,"{'center of excellence for aerospace particulate emissions reduction research missouri sandt  65409': 4, 'missouri university of science and technology  65409': 4}"
690494,"{'stanford university': 4, 'korea institute of science and technology': 4, 'korea advanced institute of science and technology': 4}"
690638,{'university of houston': 8}
690783,"{'university of houston': 20, 'stockholm university': 8, 'stony brook university': 12}"
691396,"{'university of houston': 16, 'university of pittsburgh': 8, 'rice university': 4}"
691877,"{'university of pittsburgh': 8, 'naval research labratory': 8, 'the pennsylvania state university': 4}"
692584,"{'university of colorado boulder': 8, 'cu boulder': 4, 'university of alabama in huntsville': 4, 'nasa marshall space flight center': 4}"
693026,{'university of houston': 16}
682396,"{'fau erlangen-nürnberg': 4, 'friedrich-alexander-universität erlangen-nürnberg': 4}"
691275,{'national laboratory astana  nazarbayev university': 4}
700134,{'khalifa university of science and technology': 28}
696362,{'texas aandm university': 32}
689701,"{'university college dublin  ireland': 8, 'university college dublin': 10, '': 2}"
687969,"{'purdue university': 12, 'university of illinois urbana-champaign': 4}"
683207,"{'netl support contractor': 12, 'national energy technology laboratory': 12}"
683731,{'yeungnam university': 12}
685336,{'north carolina state university': 20}
693913,"{'university of minnesota': 24, 'texas tech university': 4}"
693667,{'indian institute of technology madras': 12}
688403,{'kaust': 24}
688732,"{'pennsylvania state university': 4, 'penn state university': 4}"
687384,{'florida institute of technology': 16}
686153,"{'university of new mexico': 12, 'the university of new mexico': 4}"
699248,{'purdue university': 4}
699490,{'kwangwoon university': 4}
699493,{'kwangwoon university': 4}
686852,"{'kitech': 4, 'korea institute of industrial technology': 16, 'korea institute of science and technology': 4}"
689249,{'university of alabama': 12}
692875,{'university of georgia': 8}
693020,{'rowan university': 16}
685263,{'not found': 4}
694014,{'oakland university': 4}
692954,{'louisiana state university': 20}
693080,"{'the university of maine': 8, 'university of maine': 4}"
688449,{'bucknell university': 8}
686240,{'arizona state university': 8}
686322,{'qatar university': 16}
687438,{'king fahd university of petroleum and minerals': 12}
687379,"{'university of mississippi': 8, 'university of queensland': 4}"
688939,{'georgia institute of technology': 24}
686522,"{'arizona state university': 4, 'university of georgia': 4}"
